Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL3447691,Cc1ccc(CC2COCCN(S(C)(=O)=O)C2)nc1,Percent Effect,'=',-24.05,%
CHEMBL3468320,FC(F)(F)c1cc(NCCn2ncnn2)nc(-c2cccnc2)n1,Percent Effect,'=',-3.119,%
CHEMBL3448062,CCCn1cc(S(=O)(=O)N(C)Cc2nonc2C)c(C)n1,Percent Effect,'=',19.21,%
CHEMBL3447086,Cc1cc(C(F)F)nn1C(C)C(=O)NCc1ncc[nH]1,Percent Effect,'=',51.24,%
CHEMBL3504094,COCC1CN(c2ccncn2)Cc2cnn(CC3CCCC3)c21.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-1.937,%
CHEMBL3494426,CCOc1cc(C(=O)N2CCCC(c3noc(C)n3)C2)ccn1,Percent Effect,'=',32.46,%
CHEMBL3449179,N[C@@H]1CCC[C@@H](Oc2ccc(F)cc2Oc2cccc(F)c2)[C@@H]1O,Percent Effect,'=',-6.004,%
CHEMBL3449156,N[C@@H]1CCC[C@@H](Oc2ccc(F)cc2Oc2ccccc2)[C@@H]1O,Percent Effect,'=',-14.7,%
CHEMBL3449164,O[C@H]1CN(Cc2cccc(C(F)(F)F)c2)CC[C@@]12CCCO2,Percent Effect,'=',-36.22,%
CHEMBL3449246,c1ccc(CN2CCC(c3nccnc3-n3ccnc3)CC2)cc1,Percent Effect,'=',-13.47,%
CHEMBL3449601,CC(C)N1CCC(c2nccnc2Nc2ncccn2)CC1,Percent Effect,'=',1.918,%
CHEMBL1951795,COc1ccc(CNC(=O)c2c(C)nc3cc(C)ccn23)cc1,MIC90,'=',510,nM
CHEMBL1951792,Cc1ccn2c(C(=O)NCc3ccccc3)c(C)nc2c1,MIC90,'=',690,nM
CHEMBL1951796,Cc1ccc(CNC(=O)c2c(C)nc3cc(C)ccn23)cc1,MIC90,'=',800,nM
CHEMBL3487147,CNc1cncc(C2CCCN2C(=O)c2ccc3oc(=O)n(C)c3c2)n1,Percent Effect,'=',4.228,%
CHEMBL1951797,Cc1ccn2c(C(=O)NCc3ccc(Cl)cc3)c(C)nc2c1,MIC90,'=',510,nM
CHEMBL1951795,COc1ccc(CNC(=O)c2c(C)nc3cc(C)ccn23)cc1,MIC90,'=',1350,nM
CHEMBL3455722,COc1ncc(NCc2cccc(C#N)c2)cc1C(N)=O,Percent Effect,'=',3.54,%
CHEMBL3482960,Cc1cc2ccccc2n1CCC(=O)N1CCCC1Cn1cccn1,Percent Effect,'=',18.36,%
CHEMBL3454640,CN(CC(=O)NCCC#N)C(c1ccccc1)c1ccc(F)cc1,Percent Effect,'=',2.438,%
CHEMBL3448403,CN1CCC(c2nccnc2Nc2cnccn2)CC1,Percent Effect,'=',2.333,%
CHEMBL3456769,COC(=O)N1CCCC(NC(=O)NCc2csc(C)n2)C1,Percent Effect,'=',-0.9593,%
CHEMBL3452215,CCCNc1nc(CS(=O)(=O)c2ccccc2)cs1,Percent Effect,'=',-0.8742,%
CHEMBL3441285,CN1CCN([C@@H]2CCN(C(N)=O)[C@H]2Cc2ccccc2)CC1,Percent Effect,'=',11.24,%
CHEMBL3455709,O=C(NCc1nncn1C1CC1)c1ccccc1Oc1cccnc1,Percent Effect,'=',-14.22,%
CHEMBL3468386,N#Cc1cc(F)c(NCCc2cccnc2)c(F)c1,Percent Effect,'=',-16.23,%
CHEMBL3451300,Cc1ccc(C)c(-n2nnnc2SCN2CCCCC2=O)c1,Percent Effect,'=',-29.82,%
CHEMBL3493737,O=c1n(CCSCc2ccccc2Cl)nc2ccccn12,Percent Effect,'=',27.91,%
CHEMBL3496315,CC(=O)N1CCCN(C(=O)NCCc2ccc(Cl)s2)CC1,Percent Effect,'=',-16,%
CHEMBL4064032,O=[N+]([O-])c1cc(-c2nnc(SCc3ccc(Cl)cc3)o2)cc([N+](=O)[O-])c1,MIC,'=',60,nM
CHEMBL4097436,O=[N+]([O-])c1cc(-n2nnnc2SCc2ccc(Cl)cc2)cc([N+](=O)[O-])c1,MIC,'=',500,nM
CHEMBL4068002,Cc1nc2cc(Br)cc([N+](=O)[O-])c2nc1-c1ccccc1,MIC,'=',3100,nM
CHEMBL4063356,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCC(C)CC3)c12,Activity,,,
CHEMBL3495059,O=C(NCc1cc[nH]n1)NCC(c1ccc(F)cc1)N1CCOCC1,Percent Effect,'=',35.07,%
CHEMBL3497034,COc1ccnc(N2CCN(C(=O)Cc3ccc(C#N)cc3)CC2)n1,Percent Effect,'=',-8.439,%
CHEMBL3493076,CC(=O)N(Cc1ncc(C)o1)C1CCN(Cc2ccccc2C#N)C1,Percent Effect,'=',-5.932,%
CHEMBL3491956,Cc1ccc(NC2CCN(C(=O)c3ccc(F)cc3Cl)CC2)nn1,Percent Effect,'=',-10.02,%
CHEMBL3491934,O=C(Cc1csc(-c2ccco2)n1)N1CCN(c2nccs2)CC1,Percent Effect,'=',7.611,%
CHEMBL3488321,O=C1COc2ccc(C(=O)NS(=O)(=O)c3cc(F)ccc3F)cc2N1,Percent Effect,'=',-3.117,%
CHEMBL3491269,O=C1CCc2cc(-c3csc(CCN4CCOC4=O)n3)c(F)cc2N1,Percent Effect,'=',-16.68,%
CHEMBL3447099,CNC(=O)C1CN(C(=O)c2cccnc2)CCN(S(C)(=O)=O)C1,Percent Effect,'=',1.387,%
CHEMBL3504765,Cc1cc(C[C@@H]2CCC[C@H]2NCc2cccc(F)c2F)on1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Percent Effect,'=',-4.007,%
CHEMBL3438033,CC(C)(C)n1cc(C(=O)NCCN2CCOCC2)c2cccnc21,Percent Effect,'=',6.861,%
CHEMBL3501392,Cc1noc(C)c1C(=O)N1Cc2ncn(C)c2C(COCC2CC2)C1.O=C(O)C(F)(F)F,Percent Effect,'=',16.79,%
CHEMBL3470602,COCC1CC2(CCN(Cc3nc(C)cs3)CC2)CO1,Percent Effect,'=',0.5845,%
CHEMBL1910527,O=C(N/N=C/Nc1ccc(Br)c(F)c1)c1ccncc1,MIC,'=',1000,nM
CHEMBL4861660,COc1cc(/C=C/C(=O)OC[C@@H]2NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H](COC(=O)/C=C/c3ccc(OCc4ccccc4)c(OC)c3)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C)NC2=O)ccc1OCc1ccccc1,MIC,'=',100000,nM
CHEMBL4846597,COc1ccc(/C=C/C(=O)OC[C@H]2NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC2=O)cc1,FC,'=',10,
CHEMBL4171905,O=[N+]([O-])c1nccn1CCCCNc1ccnc2c(Cl)cccc12,IC50,'=',150,nM
CHEMBL1922430,Cl.O=[N+]([O-])c1nccn1CCCCNc1ccnc2cc(Cl)ccc12,MIC,'>',128000,nM
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,IC90,'=',3.7,nM
CHEMBL4063277,COc1cccc(C2SCCC(=O)N2NC(=O)c2cnc3c(C(F)(F)F)cccc3c2O)c1,Inhibition,'=',65,%
CHEMBL4098961,Cc1ccc(C2SCCC(=O)N2CCCNc2ccnc3cc(Cl)ccc23)cc1,Inhibition,'=',41,%
CHEMBL4070176,COc1cccc(C2SCCC(=O)N2CCCCNc2ccnc3cc(Cl)ccc23)c1,Inhibition,'=',42,%
CHEMBL4064248,O=C1CCSC(c2cccc(F)c2)N1CCCCNc1ccnc2cc(Cl)ccc12,Inhibition,'=',55,%
CHEMBL4130184,CC(=O)O[C@@H](C/C=C(\C)C(=O)O)[C@@H](C)[C@H]1C[C@H](OC(C)=O)[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,MIC,'=',25,ug.mL-1
CHEMBL3486459,COc1ccc(C2CC(=O)Nc3c2nc2n3CCCC2)cc1OC,Percent Effect,'=',-11.4,%
CHEMBL3496116,Cc1cn2c(n1)CCC(NC(=O)c1cc(Br)cn1C)C2,Percent Effect,'=',-10.45,%
CHEMBL3469241,Cc1cc2n(n1)CC(CNC1CCN(c3ccc(F)cc3)CC1)CN2,Percent Effect,'=',1.626,%
CHEMBL4129128,Cc1ccc2nc(C)c(C(=O)NCCNc3ccc(F)cc3)n2c1,MIC=>90,'=',1.53,uM
CHEMBL4128702,COc1ccc(NCCNC(=O)c2c(C)nc3ccc(C)cn23)cc1,MIC=>90,'=',2.64,uM
CHEMBL3460875,CCN(Cc1cccc(F)c1)S(=O)(=O)N1CCOCC1,Percent Effect,'=',-3.556,%
CHEMBL3481120,Cc1c(Cl)c(C(=O)N2C[C@@H](C(=O)O)[C@H](c3cccnc3)C2)nn1C,Percent Effect,'=',20.46,%
CHEMBL3502297,O=C(C1=CCCC1)N1CCC2(CC1)CC(Oc1cccnc1)CO2.O=C(O)C(F)(F)F,Percent Effect,'=',-14.4,%
CHEMBL3495603,Nc1cc2c(nn1)CCN(C(=O)CC1CCCC1)C2,Percent Effect,'=',17.26,%
CHEMBL4061960,Cc1cccc(C(=O)/C=C/c2ccc([N+](=O)[O-])o2)c1,MIC90,'=',1270,nM
CHEMBL3473440,OC[C@@H]1CCCN1c1ccc(-c2nc(CCc3ccccc3)no2)cn1,Percent Effect,'=',28.22,%
CHEMBL4059707,O=C(/C=C/c1ccc([N+](=O)[O-])o1)c1ccc(N2CCCC2)cc1,MIC90,'>',10000,nM
CHEMBL4103684,CSc1ccc(C(=O)/C=C/c2ccc([N+](=O)[O-])o2)cc1,MIC90,'=',660,nM
CHEMBL3496709,CCCn1nc2c(cc1=O)CN(CC(=O)Nc1nnc(C)s1)CC2,Percent Effect,'=',17.66,%
CHEMBL2029363,COc1ccc(/C=C/C(=O)c2cccc(I)c2)cc1,MIC90,'=',4900,nM
CHEMBL4068974,O=C(/C=C/c1ccc([N+](=O)[O-])o1)c1ccc(-n2ccnc2)cc1,MIC90,'=',6940,nM
CHEMBL4072698,O=C(/C=C/c1ccc([N+](=O)[O-])o1)c1ccc(C2CCCCC2)cc1,MIC90,'=',3330,nM
CHEMBL2237019,COc1ccc(/C=C/C(=O)c2ccc(-c3ccccc3)cc2)cc1,MIC90,'>',10000,nM
CHEMBL4161783,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc2ccccc2c1,MIC80,'=',120,nM
CHEMBL4128248,O=c1[nH]c2ccc(O)cc2c(O)c1-c1ccccc1,GI,'=',52.1,%
CHEMBL4127270,O=c1[nH]c2c(O)cccc2c(O)c1-c1ccccc1,GI,'=',67.1,%
CHEMBL1163283,CC(=O)Oc1cc(=O)[nH]c2ccccc12,GI,'=',21.1,%
CHEMBL4130112,CCc1c(OC(C)=O)c2cc(OC)ccc2[nH]c1=O,GI,'=',10.1,%
CHEMBL4130318,CC(C)c1c(O)c2ccccc2[nH]c1=O,GI,'=',42.5,%
CHEMBL1903087,Cc1c(O)c2ccccc2n(-c2ccccc2)c1=O,GI,'=',36,%
CHEMBL4126020,CCc1c(O)c2cc(OC)ccc2[nH]c1=O,GI,'=',0,%
CHEMBL4127404,CCc1c(O)c2ccc(OC)cc2[nH]c1=O,GI,'=',23.7,%
CHEMBL4128505,CCCCc1c(O)c2c(Cl)ccc(C)c2[nH]c1=O,GI,'=',30,%
CHEMBL4126852,CCc1c(OC(C)=O)c2ccccc2[nH]c1=O,GI,'=',3.5,%
CHEMBL4126849,COc1ccc2[nH]c(=O)c(-c3ccccc3)c(OC(C)=O)c2c1,GI,'=',22.5,%
CHEMBL4128650,Cc1ccc2[nH]c(=O)c(-c3ccccc3)c(O)c2c1,MIC90,'=',8000,nM
CHEMBL3482490,COc1ccc(Cl)cc1CN(C)C(=O)CN1C(=O)CCC1C,Percent Effect,'=',-38.38,%
CHEMBL3485600,COc1ccc(CC2(CO)CCN(c3cc(N)ncn3)CC2)cc1,Percent Effect,'=',0.019,%
CHEMBL3455991,CCCn1nnnc1COC(=O)C1COc2ccc(Cl)cc2C1,Percent Effect,'=',-6.175,%
CHEMBL3461161,N#CC1(C(=O)NCc2ccc(F)cc2)CCCC1,Percent Effect,'=',-8.997,%
CHEMBL3456420,O=C(NCC1CCC1)c1ccnc(-n2ccnc2)c1,Percent Effect,'=',15.84,%
CHEMBL3436733,Cc1ccc(C(CC(=O)O)NC(=O)CCc2cccs2)cc1,Percent Effect,'=',-17.43,%
CHEMBL3456408,CC(NC(=O)NCCC1=CCCCC1)c1nncn1C,Percent Effect,'=',-43.63,%
CHEMBL3455738,Clc1cccc(C(CNCc2cccnc2)N2CCOCC2)c1,Percent Effect,'=',-42.2,%
CHEMBL3455744,COc1cc(CNC(=O)c2cc(Cl)ccc2F)ccn1,Percent Effect,'=',-13.44,%
CHEMBL3463157,c1ccc(N(CCn2cncn2)CC2CC2)cc1,Percent Effect,'=',-28.11,%
CHEMBL3458083,CCN(CC)CCn1cc(NC2CCSCC2)cn1,Percent Effect,'=',1.366,%
CHEMBL3445954,COC(=O)C1=C(C)N=C2SCC(=O)N2C1c1cnn(C)c1C,Percent Effect,'=',16.6,%
CHEMBL3458022,CCc1nc(C(=O)N(CC)CC(=O)N(C)C)nn1-c1ccccc1Cl,Percent Effect,'=',10.69,%
CHEMBL3455792,CC(C)(C)c1nccc(N2CCCCC2CCNS(C)(=O)=O)n1,Percent Effect,'=',-8.237,%
CHEMBL3463104,CC(NC(=O)COC1CCCC1)c1nc(-c2ccccc2)c[nH]1,Percent Effect,'=',1.647,%
CHEMBL3455743,CC(NC(=O)CCCN(C)C)c1cn(-c2ccccc2)nn1,Percent Effect,'=',-35.03,%
CHEMBL3461510,CCOc1ncccc1C(=O)N1CCCC(n2nc(C)cc2C)C1,Percent Effect,'=',13.01,%
CHEMBL3479607,Cc1cccc(CNCC2(O)CCCN(CC3CCCCC3)C2=O)n1,Percent Effect,'=',26.31,%
CHEMBL3479539,Cc1ncc(C(=O)N2CCCCC2c2nc3cc(F)ccc3[nH]2)c(O)n1,Percent Effect,'=',-3.276,%
CHEMBL3461062,Cc1nc(C)n(CC2CCCN2CC(=O)Nc2cccnc2)n1,Percent Effect,'=',4.165,%
CHEMBL3461099,NC(=O)COc1ccc(CNCc2c(F)cccc2F)cc1,Percent Effect,'=',17.95,%
CHEMBL3475817,Cc1cc(C(=O)N2CCC3(CCC(=O)N(CC(N)=O)C3)CC2)ccc1O,Percent Effect,'=',6.311,%
CHEMBL3473106,Fc1ccccc1-c1cc(N2[C@@H]3CC[C@H]2CNC3)n2nccc2n1,Percent Effect,'=',9.793,%
CHEMBL3480494,O=C(c1cnc(O)cn1)N1CCC(CN2CCOCC2)CC1,Percent Effect,'=',6.967,%
CHEMBL3476141,CN1CCCCC1CCC(=O)NCCCn1nccc1C1CC1,Percent Effect,'=',9.386,%
CHEMBL3465704,CSCCN1C(=O)CC(C)(c2ccc(Br)cc2)C1=O,Percent Effect,'=',18.64,%
CHEMBL3465852,O=C(c1occc1CN1C(=O)Cc2ccccc21)N1CCCCCC1,Percent Effect,'=',26.17,%
CHEMBL3479329,CCNCCOc1ccc(-c2cc(N)nc3[nH]ccc23)cc1,Percent Effect,'=',21.99,%
CHEMBL3465641,CC(C)c1ncc(Cl)c(C(=O)N2CCN(C3CCCC3)CC2)n1,Percent Effect,'=',-5.825,%
CHEMBL3477933,Cc1cc(C2CCC2)nc(NCC(C)(C)N2CCOCC2)n1,Percent Effect,'=',-24.95,%
CHEMBL3443647,CC(C)n1c(=O)nc2n1C(=O)N(c1ccc(Cl)cc1)C2,Percent Effect,'=',22.99,%
CHEMBL3439219,CSc1ccc(C2SCC(=O)Nc3c2c(=O)[nH]n3C2CCOCC2)cc1,Percent Effect,'=',22.64,%
CHEMBL3477606,NC(=O)NCC(=O)N1C[C@H]2CC[C@@H]1CN(Cc1cscn1)C2,Percent Effect,'=',-59.92,%
CHEMBL3477602,CC(=O)N1CCCn2nc(CNS(=O)(=O)N3CCC(C)CC3)cc2C1,Percent Effect,'=',-30.88,%
CHEMBL3472476,CCNC(=O)[C@@H]1C[C@@H](NC(=O)CSC)CN1Cc1ccncc1,Percent Effect,'=',16.54,%
CHEMBL3481294,Cc1nc(N2CCCOC(Cn3cccn3)C2)c2sccc2n1,Percent Effect,'=',26.84,%
CHEMBL3439348,COCCNC(=O)Cn1cc(OCc2ccc(F)cc2)c(=O)cc1CO,Percent Effect,'=',-39.02,%
CHEMBL3443893,CC(=O)c1cccc(NC(=O)Cn2cc(-c3ccccc3)ncc2=O)c1,Percent Effect,'=',20.8,%
CHEMBL3481578,Cc1ccc(CN2C[C@H]3CC[C@@H]2CN(Cc2[nH]cnc2C)C3)o1,Percent Effect,'=',-3.994,%
CHEMBL3473014,CCC(Nc1nc(C)nc2onc(C)c12)c1cccs1,Percent Effect,'=',9.075,%
CHEMBL3473572,Cc1cnc(C)c(-c2cc(O)c3c(c2)CN(c2nccs2)CCO3)n1,Percent Effect,'=',4.597,%
CHEMBL3481074,Cc1cc(N2CCC(CO)(CC3CCCCO3)CC2)c2ccccc2n1,Percent Effect,'=',0.8134,%
CHEMBL3483772,CCC(C(=O)NCc1noc(Cc2cccs2)n1)n1cccn1,Percent Effect,'=',-4.14,%
CHEMBL3443418,CC(=O)c1sc2nc3c(c(C(F)(F)F)c2c1N)CN(C(C)=O)CC3,Percent Effect,'=',21.48,%
CHEMBL3480687,CCCc1nnc(C(=O)N(C)Cc2cnc3ccccn23)o1,Percent Effect,'=',-20.32,%
CHEMBL3472581,Cn1c(CN2CCN(c3cccnc3)CC2)cc2ccccc21,Percent Effect,'=',15.09,%
CHEMBL3456741,Cc1cc(NCCNc2ccc(C#N)cn2)nc(C)n1,Percent Effect,'=',-8.882,%
CHEMBL3459153,CCNC(=O)NC1CCN(c2ccc(S(=O)(=O)CC)cc2)CC1,Percent Effect,'=',10.62,%
CHEMBL3456792,CN(C)c1ccccc1CN1CCCCC1CNS(C)(=O)=O,Percent Effect,'=',3.612,%
CHEMBL3456757,CS(=O)(=O)NCC1CCCCN1Cc1ccccc1C#N,Percent Effect,'=',19.89,%
CHEMBL3457046,Cc1noc(NCc2ccc(F)cc2F)n1,Percent Effect,'=',-38.13,%
CHEMBL3457032,COC(=O)CCC(=O)NC(C)Cc1ccccc1Br,Percent Effect,'=',11.5,%
CHEMBL3463907,CC(SCc1cc(Br)cc2cccnc12)C(N)=O,Percent Effect,'=',16.01,%
CHEMBL3456988,Cc1nc2n(n1)CC(NCc1nc3ccccc3o1)CC2,Percent Effect,'=',5.67,%
CHEMBL3461466,OCCN1CCC(CNCc2ccc(N3CCCCC3)cc2)CC1,Percent Effect,'=',0.7667,%
CHEMBL4438357,O=C(NC1CCCCC1)c1cc2c(o1)C(=O)c1ccccc1C2=O,MIC,'=',7700,nM
CHEMBL4450829,O=C1c2ccccc2C(=O)c2oc(C(=O)N3CCCC3)cc21,MIC,'=',4200,nM
CHEMBL4447154,O=C1c2ccccc2C(=O)c2oc(C(=O)N3CCCCC3)cc21,MIC,'=',2000,nM
CHEMBL4450167,O=C1c2ccccc2C(=O)c2oc(C(=O)N3CCOCC3)cc21,MIC,'=',4000,nM
CHEMBL3478390,Cc1[nH]c2c(F)cccc2c1CC(=O)NCc1csc(N(C)C)n1,Percent Effect,'=',-8.317,%
CHEMBL2298353,COc1cccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NC(=O)N2)c1,MIC,'=',307690,nM
CHEMBL3477477,COc1cccc([C@H]2CN(C(=O)c3nnc4n3CCCC4)C[C@@H]2N)c1,Percent Effect,'=',0.3747,%
CHEMBL3475348,CCc1ccc(C(=O)N2CC[C@](C)(O)C(C)(C)C2)[nH]1,Percent Effect,'=',-0.5027,%
CHEMBL3479052,CCCN1CCCC2(CCN(Cc3cncn3C3CCCC3)C2)C1=O,Percent Effect,'=',-10.65,%
CHEMBL3481903,CN(C)CCCn1ccc(-c2cccc(-c3cncnc3)c2)n1,Percent Effect,'=',-7.485,%
CHEMBL3479296,O=C(c1coc2ccccc12)N1CCCC(O)(CO)CC1,Percent Effect,'=',-0.411,%
CHEMBL3460620,Cc1n[nH]c(C2CN(C(=O)c3ccc4c(c3)COC4)CCO2)n1,Percent Effect,'=',-12.25,%
CHEMBL3480103,O=S(=O)(Cc1ccccc1CN1CCOCC(O)C1)c1ccccc1,Percent Effect,'=',-11.83,%
CHEMBL3458981,CCOCCCNC(=O)c1cc(Br)c2c(c1)OCCO2,Percent Effect,'=',25.21,%
CHEMBL3458991,CCCNC(=O)c1cc(Br)c2c(c1)OCCO2,Percent Effect,'=',19.05,%
CHEMBL3482021,CSCCC1c2nc[nH]c2CCN1Cc1cncn1C,Percent Effect,'=',7.568,%
CHEMBL3462489,CC(CCSc1ccccc1)N1CCN(C(=O)c2cccs2)CC1,Percent Effect,'=',-18.8,%
CHEMBL3462599,CCSc1ccc(NC(=O)NC(C)c2c(C)nn(C)c2C)cn1,Percent Effect,'=',13.09,%
CHEMBL3466652,CCc1noc(CS(=O)(=O)CC(=O)N2c3ccccc3CC2C)n1,Percent Effect,'=',15.66,%
CHEMBL3498389,Cc1ccc(CNC(=O)CN2CCN(CC(O)c3ccco3)CC2)cc1.Cl.Cl,Percent Effect,'=',2.854,%
CHEMBL3249263,Cc1cc(OCCCCCCCCCC[N+](C)(C)Cc2ccc([N+](=O)[O-])o2)c(C(C)C)cc1Cl.Cc1ccc(S(=O)(=O)[O-])cc1,MIC,'=',25,ug.mL-1
CHEMBL3499505,O=C(O)C(F)(F)F.O=S(=O)(C1CC1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,Percent Effect,'=',-13.7,%
CHEMBL3249267,Cc1cc(OCCCCCCCCCCCC[N+](C)(C)Cc2ccc([N+](=O)[O-])o2)c(C(C)C)cc1Cl.Cc1ccc(S(=O)(=O)[O-])cc1,MIC,'=',100,ug.mL-1
CHEMBL3454409,CCOC(=O)CN(CC(F)(F)F)C(=O)c1nc(C)n2ccccc12,Percent Effect,'=',-13.63,%
CHEMBL3484689,Cc1ccc(-c2ccc(Cl)nn2)cc1S(=O)(=O)N1CCOCC1,Percent Effect,'=',-8.426,%
CHEMBL3483946,COc1ccccc1C1CCN(c2ccc3cc[nH]c3n2)CC1,Percent Effect,'=',-1.592,%
CHEMBL3264869,CC1(C)C=Cc2c(c3c(CN4CCOCC4)cc(=O)oc3c3cc([N+](=O)[O-])oc23)O1,MIC90,'<',0.2,ug.mL-1
CHEMBL3465350,CCc1nnc(C(C)N2CCc3cncnc3C2)o1,Percent Effect,'=',-28.28,%
CHEMBL3458516,COc1ncccc1CNCc1c(C(C)C)nn(C)c1N(C)C,Percent Effect,'=',13.78,%
CHEMBL3441641,Fc1cccc(N2CCc3ncnc(N4CCOCC4)c3CC2)c1,Percent Effect,'=',-7.179,%
CHEMBL3496069,Cc1cc(OCC(=O)N2CCCC(c3noc(C)n3)C2)no1,Percent Effect,'=',1.693,%
CHEMBL3471443,CC1=N[C@@]2(CC[C@@H]3CN(C(=O)NCc4cccc(F)c4)C[C@@H]32)C(=O)N1,Percent Effect,'=',-18.69,%
CHEMBL3486510,CNc1nc2c(c(C(=O)N3CCCC3)n1)CN(Cc1nccn1C)CC2,Percent Effect,'=',5.501,%
CHEMBL3495712,CNS(=O)(=O)CCCN1CCCC1c1noc(C2CC2)n1,Percent Effect,'=',24.43,%
CHEMBL3451874,COc1ccc(-n2cc(CNC(=O)c3cc[nH]n3)nn2)cc1,Percent Effect,'=',14.26,%
CHEMBL3495765,N#Cc1ccc(OCCCN2CCc3cncnc3C2)cc1,Percent Effect,'=',15.65,%
CHEMBL3469662,Cc1ccccc1-c1cc(NC(=O)CC(C)C)n(CCO)n1,Percent Effect,'=',-8.706,%
CHEMBL2283343,Cc1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4oc3=O)o2)cc1,GI,'=',94,%
CHEMBL3504859,Br.Cc1cc(C)nc(NCCC(=O)NCCn2ccnc2C)n1,Percent Effect,'=',-9.93,%
CHEMBL2283361,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccc(F)cc1,GI,'=',99,%
CHEMBL3448097,COc1cc2c(cc1CN1CCc3sccc3C1C)OCCO2,Percent Effect,'=',6.337,%
CHEMBL2283360,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccc(Br)cc1,GI,'=',97,%
CHEMBL3487027,CCN(CC)C1COc2c(cc(Br)c(C)c2Br)C1=O,Percent Effect,'=',3.562,%
CHEMBL2283352,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc([N+](=O)[O-])cc2s1,MIC,'=',250,ug.mL-1
CHEMBL3438336,COC1CN(C(=O)CC2CCCC2)CCC(=O)N(C)c2ccccc21,Percent Effect,'=',50.44,%
CHEMBL2283351,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(I)cc2s1,MIC,'=',100,ug.mL-1
CHEMBL3450596,O=C(C1CCCC1)N1CC2(CCCN(C3COC3)C2)Cc2ccccc21,Percent Effect,'=',-29.46,%
CHEMBL2283350,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(F)cc2s1,MIC,'=',50,ug.mL-1
CHEMBL3443921,CC(=O)CSc1nnc2n1N=CN(c1cccc(Cl)c1)C2,Percent Effect,'=',17.57,%
CHEMBL2283346,CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4oc3=O)o2)cc1,MIC,'=',250,ug.mL-1
CHEMBL3458115,N#Cc1ccc(C(=O)N(Cc2ccncc2)C2CC2)cc1,Percent Effect,'=',12.83,%
CHEMBL2283341,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccc([N+](=O)[O-])cc1,MIC,'=',500,ug.mL-1
CHEMBL3438929,CC1=Nc2c(c(=O)[nH]n2C2CCCCC2)C(c2ccc(C(=O)O)cc2)S1,Percent Effect,'=',49.35,%
CHEMBL2283359,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccc(Cl)cc1,MIC,'=',100,ug.mL-1
CHEMBL3442824,O=C1CO[C@@H]2CN(C3CCOCC3)C[C@H]2N1Cc1ccncc1,Percent Effect,'=',-19.8,%
CHEMBL2283351,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1nc2ccc(I)cc2s1,MIC,'>',6.25,ug.mL-1
CHEMBL3480694,C[C@@H]1CN(CCOc2ccc(Cl)cc2)CC[C@@]1(O)C1CCOCC1,Percent Effect,'=',-2.551,%
CHEMBL2283346,CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4oc3=O)o2)cc1,MIC,'>',6.25,ug.mL-1
CHEMBL3476863,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(C)on2)CN1Cc1ccccn1,Percent Effect,'=',-9.289,%
CHEMBL2283343,Cc1ccc(NC(=O)CSc2nnc(-c3cc4ccccc4oc3=O)o2)cc1,MIC,'>',6.25,ug.mL-1
CHEMBL3445652,CN1CCN(C(=O)c2cc(NC(=O)c3ccccc3)n(C)n2)CC1,Percent Effect,'=',14.86,%
