Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',0.2,ug.mL-1
CHEMBL5220460,O=C(N/N=C1\C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21)c1ccc(-n2cc(-c3ccccc3)nn2)cc1O,MIC,'=',0.39,ug.mL-1
CHEMBL5218760,O=C(Cn1cc(COc2ccccc2)nn1)Nc1ccccc1Cl,MIC,'>',25,ug.mL-1
CHEMBL474918,O=C1/C(=C/c2ccc(Cl)cc2)CCC/C1=C\c1ccc(Cl)cc1,MIC,'>',12.5,ug.mL-1
CHEMBL486320,COc1ccc(/C=C2\CCCC/C(=C\c3ccc(OC)cc3)C2=O)cc1,MIC,'=',6.25,ug.mL-1
CHEMBL1089835,Cc1c(C(=O)NCc2ccccc2)[n+]([O-])c2cc(Cl)ccc2[n+]1[O-],MIC,'=',0.433,ug.mL-1
CHEMBL563944,Cc1ccc(C2Cc3[nH]c4ccc(Cl)cc4c3S2)cc1,MIC,'=',6.25,ug.mL-1
CHEMBL560508,Fc1ccc(C2Cc3[nH]c4ccc(Cl)cc4c3S2)cc1,MIC,'=',0.78,ug.mL-1
CHEMBL1092685,CC(C)(C)c1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,MIC,'>',250000,nM
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',37,nM
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.23,ug.mL-1
CHEMBL3331304,CCO/N=C1/CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)CC1CN,MIC,'=',0.125,ug.mL-1
CHEMBL3331324,CCO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN,MIC,'=',4,ug.mL-1
CHEMBL3331323,CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN,MIC,'=',4,ug.mL-1
CHEMBL348877,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CNC/C1=C\c1ccc([N+](=O)[O-])cc1,Inhibition,'=',100,%
CHEMBL512585,Cl.O=C1/C(=C/c2ccc(Cl)cc2)CNC/C1=C\c1ccc(Cl)cc1,Inhibition,'=',99,%
CHEMBL223287,CC[N+](C)(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C2)cc1.[I-],Inhibition,'=',0,%
CHEMBL2097962,COc1ccc2nc(C)cc(OCC(=O)Nc3cc(C)cc(C)c3)c2c1,IC90,'=',200,nM
CHEMBL234971,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C[n+]1cn(C(c2ccccc2)c2ccccc2)c2nc[nH]/c(=N\OCc3ccccc3)c21,Inhibition,'=',78,%
CHEMBL440973,CO/N=c1\[nH]cnc2c1[n+](C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)cn2Cc1ccccc1,MIC,'=',1.56,ug.mL-1
CHEMBL5280686,Cc1cc(C)cc(NC(=O)COc2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)c1,MIC,'>',250000,nM
CHEMBL5270554,COc1ccc2nc(C)cc(OCC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2c1,MIC,'=',47000,nM
CHEMBL5284373,COc1ccc2nc(C)cc(OCC(=O)Nc3cc(OC)c(Cl)cc3OC)c2c1,MIC,'>',125000,nM
CHEMBL501092,CCC[C@@H](OC(C)=O)C1=C(Br)[C@@](CI)(OC)OC1=O,Activity,,,
CHEMBL444661,O=C1CCC(CCCCC2CC(C(=O)NCc3ccccc3)=NO2)O1,MIC,'>',128000,nM
CHEMBL609098,CCN(CC)CC.O=C(NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)c1ccccc1O,MIC99,'>',100,uM
CHEMBL459679,O=C([N-]S(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(NC4CCC4)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1O.[Na+],MIC99,'>',100,uM
CHEMBL612053,CCN(CC)CC.O=C(NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(NC4CC4)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1O,MIC99,'=',6.25,uM
CHEMBL608841,CCN(CC)CC.Nc1nc(-c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,Ratio,'=',8,
CHEMBL516501,CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)[N-]C(=O)c2ccccc2O)[C@@H](O)[C@H]1O.[Na+],Ratio,'=',4,
CHEMBL459679,O=C([N-]S(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(NC4CCC4)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1O.[Na+],Ratio,,,
CHEMBL504056,C=C(C)[C@H](CCC1=C[C@H](CC(C)=O)OC1=O)[C@H](O)c1oc(C(C)=O)cc1C,Activity,,,
CHEMBL258931,CCCCCCc1ccc(Oc2ncccn2)c(O)c1,MIC90,'=',100,ug.mL-1
CHEMBL264175,CCCCCCc1ccc(Oc2ccc(N)cc2)c(O)c1,MIC90,'=',12.5,ug.mL-1
CHEMBL486582,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=C2C1)C=C[C@@H]1[C@@]2(C)CC[C@@H](O)C(C)(C)[C@@H]2CC[C@]13C,MIC,'=',64,ug.mL-1
CHEMBL567262,,,,,
CHEMBL567262,,,,,
CHEMBL1080416,C=C(C(=O)CC)[C@H]1[C@@]2(C)C=C(C)C[C@]1(C)C=C(C)[C@@H]2/C(C)=C\[C@@H]1C=CC(=O)C1,MIC,'=',12.5,ug.mL-1
CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,MIC,'=',5,ug.mL-1
CHEMBL5428326,CCCN(C)c1ccc(CN2CCC(COc3cccc(Oc4ccccc4)c3)CC2)cc1,Activity,,,
CHEMBL5428326,CCCN(C)c1ccc(CN2CCC(COc3cccc(Oc4ccccc4)c3)CC2)cc1,Inhibition,'=',100,%
CHEMBL3099388,O=C(Cn1cc(-c2cc3ccccc3c3ccccc23)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,'=',12.5,ug.mL-1
CHEMBL3099387,COc1ccc2cc(-c3cn(CC(=O)N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)nn3)ccc2c1,MIC,'=',25,ug.mL-1
CHEMBL3099386,CC(=O)c1ccc(C)cc1OCc1cn(CC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)nn1,MIC,'=',25,ug.mL-1
CHEMBL3099385,O=C(Cn1cc(-c2ccc(-c3ccccc3)cc2)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,'=',25,ug.mL-1
CHEMBL3099383,O=C(Cn1cc(-c2ccc(Cl)c(Cl)c2)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,'<=',25,ug.mL-1
CHEMBL64,NNC(=O)c1ccncc1,MIC,'=',240,nM
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',490,nM
CHEMBL64,NNC(=O)c1ccncc1,MIC,'=',220,nM
CHEMBL227474,CC[N+](C)(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1.[I-],Inhibition,'=',23,%
CHEMBL227188,CC[N+](C)(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1.[I-],Inhibition,'=',0,%
CHEMBL510850,Cl.O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)C/C1=C\c1ccc([N+](=O)[O-])cc1,Inhibition,'=',100,%
CHEMBL455550,Cl.O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)C/C1=C\c1ccc(Cl)cc1,Inhibition,'=',86,%
CHEMBL465517,CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(C)cc3)C(=O)/C(=C/c3ccc(C)cc3)C2)cc1.Cl,Inhibition,'=',100,%
CHEMBL517196,Cl.O=C1/C(=C/c2ccccc2)CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)C/C1=C\c1ccccc1,MIC,'=',6.25,ug.mL-1
CHEMBL5177830,COc1ccc(CCC2CCc3ccccc3N2C)cc1OC,MIC,'=',6.25,ug.mL-1
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,MIC,'=',0.015,ug.mL-1
CHEMBL564048,[C-]#[N+][C@]12C=CC(C)(C)c3[nH]c4cccc5c4c3[C@]1(O)[C@H](CC[C@]2(C)C=C)C5(C)C,MIC,'=',4.5,ug.mL-1
CHEMBL2205092,CSc1cnc2c3c(nc4ccccc4c13)C(CCNC(C)=O)=CC2=O,MIC,'=',17000,nM
CHEMBL271242,CCCCC/C=C/C=C/C(=O)NCC(C)C,MIC,'=',50,ug.mL-1
CHEMBL5288073,CO/N=c1\[nH]cnc2c1[n+](C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)cn2C.[Cl-],MIC,'=',3.13,ug.mL-1
CHEMBL5283248,C=C1CC[C@@]2(C#N)[C@H]3[C@H](CC[C@@H]2C)[C@@H](C)C[C@@H](CC(C)(C)NC(=O)CN2CCC2=O)[C@H]13,MIC,'=',15.3,ug.mL-1
CHEMBL97972,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,IC,'=',0.075,ug ml-1
CHEMBL2205103,C=C[C@H]1C=C[C@H]2[C@@H]3C[C@H](C)CC[C@H]3[C@@H]3Oc4ccc(cc4)C[C@]4(O)NC(=O)[C@H](C(=O)[C@@H]1[C@H]23)C4N1C(=O)[C@H]2C(=O)[C@H]3[C@@H](C=C)C=C[C@H]4[C@@H]5C[C@H](C)CC[C@H]5[C@H](Oc5ccc(cc5)C[C@@H]2C1=O)[C@@H]43,MIC,'=',3.12,ug.mL-1
CHEMBL5274658,CCCCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@@H](C(=O)O[C@H](C)CCCCCCC[C@@H]4C[C@@H]5CC[C@@H]6C[C@H](C)NC(=N4)N65)[C@@H](C)N=C(N1)N23,MIC,'=',3.18,ug.mL-1
CHEMBL3133196,Cc1c([N+](=O)[O-])cc(C(=O)N[C@@H](C)c2ccc(F)cc2)cc1[N+](=O)[O-],MIC,'=',720,nM
CHEMBL3133193,Cc1ccc([C@@H](C)NC(=O)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1,MIC,'=',350,nM
CHEMBL3133196,Cc1c([N+](=O)[O-])cc(C(=O)N[C@@H](C)c2ccc(F)cc2)cc1[N+](=O)[O-],MIC,'<',40,nM
CHEMBL3133192,Cc1ccc(C(C)NC(=O)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1,MIC,'<',170,nM
CHEMBL5405499,O=C(N/N=C/c1ccc(OCc2cn(CCCNc3ccnc4cc(Cl)ccc34)nn2)cc1)c1ccncc1,Activity,'=',1.52,10^-6No_unit
CHEMBL1258675,CCOC(=O)C1=C(C)NC(=N)NC1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,Inhibition,'=',18,%
CHEMBL1258456,CCOC(=O)C1=C(C)NC(=S)NC1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,Inhibition,'=',30,%
CHEMBL1257175,COC(=O)C1=C(C)NC(=S)NC1c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,Inhibition,'=',43,%
CHEMBL5428842,c1ccc(COc2ccccc2CNCc2ccncc2)cc1,MIC,'=',125000,nM
CHEMBL5405539,Brc1ccc(COc2ccccc2CNCc2ccccc2)cc1,MIC,'=',31300,nM
CHEMBL5400737,Brc1ccc(COc2ccccc2CNCc2ccncc2)cc1,MIC,'=',62500,nM
CHEMBL1621454,Fc1ccc(COc2cccc(CNCc3ccncc3)c2)cc1,MIC,'=',31300,nM
CHEMBL5406907,Clc1ccc(COc2ccc(CNCc3ccccc3)cc2)cc1,MIC,'=',3900,nM
CHEMBL5416010,CC(C)c1ccc(COc2ccc(CNCc3ccccc3)cc2)cc1,MIC,'<=',500,nM
CHEMBL5411693,CC(C)(C)c1ccc(COc2ccc(CNCc3ccccc3)cc2)cc1,MIC,'=',1000,nM
CHEMBL5400105,Clc1cccc(COc2ccccc2CNCc2ccccc2)c1,Activity,,,
CHEMBL5397577,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(-c3ccc(Cl)cc3)o2)c1,Activity,,,
CHEMBL1257176,COC(=O)C1=C(C)NC(=S)NC1c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,Inhibition,'=',91,%
CHEMBL1258676,CCOC(=O)C1=C(C)NC(=N)NC1c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,Inhibition,'=',94,%
CHEMBL1255598,CCOC(=O)C1=C(C)NC(=O)NC1c1cn(-c2ccccc2)nc1-c1ccc(C)cc1,MIC,,,
CHEMBL499798,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H]3OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O[C@@H]3O[C@H]2C)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Activity,,,
CHEMBL5433781,COc1ccc(-c2ccn(-c3ccc(NC(=S)Nc4ccc(F)c(Cl)c4)cc3)n2)cc1OC,MIC,'=',16,ug.mL-1
CHEMBL5398281,COc1ccc(-c2ccn(-c3ccc(NC(=O)Nc4ccccc4C)cc3)n2)cc1OC,MIC,'=',16,ug.mL-1
CHEMBL3126358,CCCCOC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(C)C,MIC,'=',0.13,ug.mL-1
CHEMBL5393954,COc1ccc(-c2ccn(-c3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)n2)cc1OC,MIC,'=',1,ug.mL-1
CHEMBL3126121,CCCN(CCC)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccccc1,MIC,'>',100,ug.mL-1
CHEMBL3126137,COc1ccc(CC(=O)Nc2cc3nc(C4CCCCC4)[nH]c3cc2N(C)C)cc1,MIC,'>',100,ug.mL-1
CHEMBL3126136,CCCOCC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(C)C,MIC,'=',6.25,ug.mL-1
CHEMBL3126144,CCCCCC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(CC)CC,MIC,'=',12.5,ug.mL-1
CHEMBL64,NNC(=O)c1ccncc1,MIC,'=',0.03,ug.mL-1
CHEMBL3126356,NC(=O)c1c(NC(=O)c2cccc([N+](=O)[O-])c2)sc2c1CCCCCC2,MIC,'=',16710,nM
CHEMBL3126491,NC(=O)c1c(NC(=O)C2CCCC2)sc2c1CCCCCC2,MIC,'=',9730,nM
CHEMBL3126354,NC(=O)c1c(NC(=O)c2ccccc2)sc2c1CCCCCC2,MIC,'=',5060,nM
CHEMBL3126489,NC(=O)c1c(NC(=O)c2cccc3ccccc23)sc2c1CCCCCC2,MIC,'=',3290,nM
CHEMBL3126492,NC(=O)c1c(NC(=O)C2CCCCC2)sc2c1CCCCCC2,MIC,'=',3110,nM
CHEMBL5429988,N#Cc1cc(CSc2nnnn2-c2ccc(Cl)cc2)cc([N+](=O)[O-])c1,MIC>99,'=',4,uM
CHEMBL5426490,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnnn2-c2ccc(Cl)cc2)c1,MIC>99,'=',0.5,uM
CHEMBL5393960,Cc1c(CSc2nnc(C3CCCCC3)o2)cc([N+](=O)[O-])cc1[N+](=O)[O-],MIC>99,'=',2,uM
CHEMBL5431051,COc1ccc(-c2nnc(SCc3cc(C#N)cc([N+](=O)[O-])c3)o2)cc1,MIC>99,'=',8,uM
CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,MIC>99,'=',16,uM
CHEMBL5425332,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnnn2C2CCCCC2)c1,MIC>99,'=',1,uM
CHEMBL5411490,Cc1c(CSc2nnc(-c3ccccc3)o2)cc([N+](=O)[O-])cc1[N+](=O)[O-],MIC>99,'=',2,uM
CHEMBL5397577,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(-c3ccc(Cl)cc3)o2)c1,MIC>99,'=',1,uM
CHEMBL5397577,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(-c3ccc(Cl)cc3)o2)c1,MIC>99,'=',0.5,uM
CHEMBL241248,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(F)cc1.[Cl-],MIC,'=',7600,nM
CHEMBL5394855,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(C3CCCCC3)o2)c1,MIC>99,'=',0.5,uM
CHEMBL5404668,COc1c(CSc2nnc(-c3ccccc3)o2)cc([N+](=O)[O-])cc1[N+](=O)[O-],MIC>99,'=',1,uM
CHEMBL5424656,COc1ccc(-n2nnnc2SCc2cc([N+](=O)[O-])ccc2[N+](=O)[O-])cc1,MIC>99,'=',0.5,uM
CHEMBL5425332,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnnn2C2CCCCC2)c1,MIC>99,'=',1,uM
CHEMBL5404668,COc1c(CSc2nnc(-c3ccccc3)o2)cc([N+](=O)[O-])cc1[N+](=O)[O-],MIC>99,'=',2,uM
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,MIC>99,'=',16,uM
CHEMBL5416766,COc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])ccc3[N+](=O)[O-])o2)cc1,MIC>99,'=',0.5,uM
CHEMBL5397577,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(-c3ccc(Cl)cc3)o2)c1,MIC>99,'=',1,uM
CHEMBL5394855,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnc(C3CCCCC3)o2)c1,MIC>99,'=',1,uM
CHEMBL5404668,COc1c(CSc2nnc(-c3ccccc3)o2)cc([N+](=O)[O-])cc1[N+](=O)[O-],MIC>99,'=',2,uM
CHEMBL5426490,O=[N+]([O-])c1ccc([N+](=O)[O-])c(CSc2nnnn2-c2ccc(Cl)cc2)c1,Activity,,,
CHEMBL248284,COc1ccc(Cn2cnc3c(-c4ccco4)[nH]c(=O)nc32)cc1,Inhibition,'=',42,%
CHEMBL3127784,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)Nc1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1,MIC>90,'>',50,ug ml-1
CHEMBL3127799,O=C(/C=C/c1ccccc1)Nc1ccc(N2CCN(C(=O)Oc3ccccc3)CC2)cc1,MIC>90,'>',50,ug ml-1
CHEMBL3127782,O=C(/C=C/c1ccccc1)Nc1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1,MIC>90,'=',50,ug ml-1
CHEMBL3127789,CN1CCN(c2ccc(NC(=O)/C=C/c3ccc([N+](=O)[O-])cc3)cc2F)CC1,MIC>90,'=',25,ug ml-1
CHEMBL3124969,O=C(/C=C/c1ccccc1)Nc1ccc(N2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)c(F)c1,MIC>90,'=',12.5,ug ml-1
CHEMBL3127813,CCN1CCN(c2ccc(NC(=O)/C=C/c3ccccc3)cc2)CC1,MIC>90,'=',12.5,ug ml-1
CHEMBL248283,COc1ccc(Cn2cnc3c(-c4ccco4)nc(S(C)(=O)=O)nc32)cc1,Inhibition,'=',0,%
CHEMBL248282,COc1ccc(Cn2cnc3c(-c4ccco4)nc(SC(C)=O)nc32)cc1,Inhibition,'=',60,%
CHEMBL246018,COc1ccc(Cn2cnc3c(-c4ccco4)nc(I)nc32)cc1,Inhibition,'=',43,%
CHEMBL393884,COc1ccc(Cn2cnc3c(-c4ccco4)nc(C#N)nc32)cc1,MIC,,,
CHEMBL1770425,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc[nH]2)C(C(=O)Nc2ccc(C)cc2)=C(C)N1,MIC,'=',12.5,ug.mL-1
CHEMBL614,NC(=O)c1cnccn1,Activity,,,
CHEMBL614,NC(=O)c1cnccn1,Activity,,,
CHEMBL245426,COc1ccc(Cn2cnc3c(-c4ccco4)nc(-c4ccccc4)nc32)cc1,MIC,'=',6.25,ug.mL-1
CHEMBL248489,C=Cc1nc(-c2ccco2)c2ncn(Cc3ccc(OC)cc3)c2n1,MIC,'=',3.13,ug.mL-1
CHEMBL404041,COc1cc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccc(C)cc2)ccc1O,IC50,'>=',500000,nM
CHEMBL444374,COc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,IC50,'>=',500000,nM
CHEMBL403496,COc1ccccc1[C@@H]1CC(c2ccccc2O)=NN1C(=S)Nc1ccccc1,IC50,'>',250000,nM
CHEMBL257780,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2cccs2)C1,MIC90,'>',500000,nM
CHEMBL257397,COc1ccccc1NC(=S)N1N=C(c2ccc(O)cc2O)C[C@H]1c1ccc(O)cc1,Ratio IC50,'=',2,
CHEMBL256541,NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,IC50,'=',125000,nM
CHEMBL255241,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2)ccc1O,IC50,'=',333000,nM
CHEMBL255287,COc1ccc(CCC(=O)c2c(O)cc(O)cc2OC)cc1,Activity,,,
CHEMBL255870,CO[C@@H]1C[C@@]23C(=C[C@H]1O)CCN2C(=O)C(=O)c1cc2c(cc13)OCO2,Activity,,,
CHEMBL399694,O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(O)cccc56)C1CC4)[C@H]23,MIC,'<',12.5,ug.mL-1
CHEMBL437596,O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCCCCCC1)C[C@@]31C[C@@H]3CCCCCCN3[C@H]12,Activity,'=',95,%
CHEMBL1761354,CO/N=C1\[C@H]2CCC[C@@H]1[C@H](c1ccccc1C)N[C@@H]2c1ccccc1C,IZ,'=',0,mm
CHEMBL1761355,CO/N=C1\[C@H]2CCC[C@@H]1[C@H](c1ccc(C)cc1)N[C@@H]2c1ccc(C)cc1,IZ,'=',0,mm
CHEMBL1761364,CCCOc1ccc([C@H]2N[C@@H](c3ccc(OCCC)cc3)[C@H]3CCC[C@@H]2/C3=N\OC)cc1,IZ,'=',6,mm
CHEMBL489859,CCCCCCCCCCCCCCC1CCC(=O)O1,MIC,'>',128000,nM
CHEMBL566529,COC(=O)[C@@H](NC(=O)c1cc(COc2cccc3sc(C)nc23)on1)c1ccccc1,MIC,'=',7400,nM
CHEMBL584921,COC(=O)[C@@H](NC(=O)c1cc(CSc2nc3ccccc3s2)on1)c1ccccc1,MIC,'=',13000,nM
CHEMBL583216,CC[C@H](C)[C@H](NC(=O)c1cc(COc2ccc3sc(C)nc3c2)on1)C(=O)OC,MIC,,,
CHEMBL583120,CCOC(=O)c1cc(/C=C/c2ccc3ncccc3c2)on1,MIC,'=',9300,nM
CHEMBL567625,O=C(O)C1=CC(/C=C/c2ccnc3ccccc23)ON1,MIC,'=',12500,nM
CHEMBL499788,CCCCCCCCC(=O)NCCCCC1CCC(=O)O1,MIC,'>',128000,nM
CHEMBL3310603,COc1ccc(C(C#N)(CCCN2CCC(O)CC2)C(C)C)cc1OC,FICI,'=',1.5,
CHEMBL3310600,COc1ccc(CN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,FICI,,,
CHEMBL3310598,COc1ccc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)Cc2ccccc2)cc1OC,FICI,'=',0.3,
CHEMBL3310609,COc1ccc(CCN(C)CCCC(C#N)c2ccc(OC)c(OC)c2)cc1OC,FC,'=',2,
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',3.13,ug.mL-1
CHEMBL3310612,CCCC(C#N)(CCCN(C)CCc1ccc(OC)c(OC)c1)c1ccc(OC)c(OC)c1,FC,'=',4,
CHEMBL3310607,COc1ccc(C(C#N)(CCCN2CCN(c3ccccn3)CC2)C(C)C)cc1OC,FC,'=',4,
CHEMBL1298,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,FC,'=',2,
CHEMBL3298473,O=[N+]([O-])c1ccc(CSc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1,MIC,'=',8000,nM
CHEMBL3298382,O=[N+]([O-])c1cc(C[Se]c2nnnn2-c2ccccc2)cc([N+](=O)[O-])c1,MIC,'=',8000,nM
CHEMBL3298546,O=[N+]([O-])c1cc(CSc2nnnn2-c2cccc(F)c2)cc([N+](=O)[O-])c1,MIC,'=',16000,nM
