Molecule ChEMBL ID,Smiles,Standard Type,MIC,Units
CHEMBL4784079,O=C(CC1SC(=O)NC1=O)Oc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)cc1,MIC,256.0,ug.mL-1
CHEMBL4757789,CCOc1cc(/C=N/NC(=O)c2cccnc2)ccc1OC(=O)CC1SC(=O)NC1=O,MIC,512.0,ug.mL-1
CHEMBL4793223,O=C(CC1SC(=O)NC1=O)Oc1ccc(/C=N/NC(=O)c2cccnc2)cc1Cl,MIC,512.0,ug.mL-1
CHEMBL4798861,O=C(/C=C1/SC(=O)NC1=O)Oc1ccccc1/C=N/NC(=O)c1cccnc1,MIC,128.0,ug.mL-1
CHEMBL5566657,CN(CC#Cc1ccccc1)c1nc(=O)c2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1,MIC,0.016,ug.mL-1
CHEMBL5271890,O=C1Nc2ccccc2/C1=C/c1ccc(OC(=O)c2ccccc2)cc1,MIC,73.0,ug.mL-1
CHEMBL5285841,COc1ccc(C(=O)Oc2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)cc1OC,MIC,31.0,ug.mL-1
CHEMBL1940338,N#Cc1ccccc1NC(=O)Cc1cccc(Oc2ccccc2)c1,MIC,32.0,ug.mL-1
CHEMBL4637472,CC(C)c1ccc(/C=N/NC(=S)Nc2ccc(C(F)(F)F)cc2)cc1,MIC,200.0,ug.mL-1
CHEMBL4632933,CN[C@H]1[C@@H](O)[C@@H](NC)CC2O[C@@H]3O[C@H](C)C[C@@H](NC(=O)Cc4ccc(O)cn4)[C@]3(O)C[C@@H]21,MIC,1.6,ug.mL-1
CHEMBL1940145,Cc1c(NCc2nnc(Nc3ccc(F)cc3)o2)c(=O)n(-c2ccccc2)n1C,MIC,3.12,ug.mL-1
CHEMBL1933314,Clc1ccc(Oc2ccc(/C=N\Nc3nc4ccccc4s3)cc2)cc1,MIC,2.94,ug.mL-1
CHEMBL1933317,Clc1ccc2nc(N/N=C\c3ccc(Oc4ccccc4)cc3)sc2c1,MIC,5.5,ug.mL-1
CHEMBL1933322,Cc1ccc2nc(N/N=C\c3ccc(Oc4ccccc4)cc3)sc2c1,MIC,9.13,ug.mL-1
CHEMBL4788524,CC(=O)N1CCN(c2ccc(/C=C(\C#N)c3nc4ccccc4[nH]3)cc2)CC1,MIC,12.5,ug.mL-1
CHEMBL4760898,Cc1ccc(N2CCN(c3ccc(/C=C(\C#N)c4nc5ccccc5[nH]4)cc3)CC2)cc1,MIC,0.78,ug.mL-1
CHEMBL5219026,Cc1ccc(NC(=O)Cn2cc(COc3ccc([N+](=O)[O-])cc3)nn2)cc1,MIC,25.0,ug.mL-1
CHEMBL5220297,CC1(C)OC2C3OC(C)(C)O[C@H]3C(Cn3cc(N4CCCC4=O)nn3)O[C@@H]2O1,MIC,3.125,ug.mL-1
CHEMBL5220602,CC1=CN([C@H]2C[C@H](O)[C@@H](Cn3nnc(C(=O)c4ccc(Cl)cc4)c3-c3ccc(F)cc3)O2)C(=O)CC1=O,MIC,2.0,ug.mL-1
CHEMBL5266768,COc1ccc(NC(=O)c2c(Nc3cccc(C)c3C)nn3c(O)cc(C)nc23)cc1,MIC,50.0,ug.mL-1
CHEMBL5279522,Cc1cc(O)n2nc(Nc3ccc(Cl)c(Cl)c3)c(C(=O)Nc3cccc(C)c3C)c2n1,MIC,50.0,ug.mL-1
CHEMBL5266844,CCOc1ccc(NC(=O)c2c(Nc3ccccc3)nn3c(O)cc(C)nc23)cc1,MIC,50.0,ug.mL-1
CHEMBL4446158,CC(=O)O[C@]12CCC(=O)OC(C)(C)[C@@H]1CCC1=C2CC[C@]2(C)[C@@H]([C@H](C)[C@@H]3CC=C(C)C(=O)O3)CC[C@@]12C,MIC,50.0,ug.mL-1
CHEMBL5613551,COc1cc(-c2cc3c(cc2F)O[C@H]2[C@H](CNC(C)=O)OC(=O)N2C3)ccn1,MIC,6.51,ug.mL-1
CHEMBL5613996,CC(=O)NC[C@@H]1OC(=O)N2Cc3cc(-c4ccc(C(F)(F)F)nc4)c(F)cc3O[C@@H]12,MIC,6.7,ug.mL-1
CHEMBL5612343,CC(=O)NC[C@H]1OC(=O)N2Cc3cc(-c4ccc(C#N)nc4)c(F)cc3O[C@@H]12,MIC,0.48,ug.mL-1
CHEMBL5612870,CC(=O)c1ccc(-c2c(F)cc3c(c2F)CN2C(=O)O[C@@H](CN)[C@@H]2O3)cc1,MIC,0.43,ug.mL-1
CHEMBL2392731,CCCn1nc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1C,MIC,1.56,ug.mL-1
CHEMBL5204592,O=c1nc(SCc2cn(-c3cccc(C(F)(F)F)c3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,MIC,8.0,ug.mL-1
CHEMBL5184267,Cc1cccc(-n2cc(CSc3nc(=O)c4cc(Cl)cc([N+](=O)[O-])c4s3)nn2)c1,MIC,8.0,ug.mL-1
CHEMBL5177142,Cc1ccc(-n2cc(CSc3nc(=O)c4cc(Cl)cc([N+](=O)[O-])c4s3)nn2)cc1,MIC,8.0,ug.mL-1
CHEMBL5200444,COc1cc(OC)cc(-n2cc(CSc3nc(=O)c4cc(Cl)cc([N+](=O)[O-])c4s3)nn2)c1,MIC,64.0,ug.mL-1
CHEMBL5597009,CCc1cc(-c2nc(C)c(C(=O)OCc3cn(-c4ccc(OC)cc4)nn3)s2)ccn1,MIC,12.5,ug.mL-1
CHEMBL5591293,CCc1cc(-c2nc(C)c(C(=O)OCc3cn(-c4ccc(C)c([N+](=O)[O-])c4)nn3)s2)ccn1,MIC,12.5,ug.mL-1
CHEMBL5596818,CCc1cc(-c2nc(C)c(C(=O)OCc3cn(-c4c(C)cc(C)cc4C)nn3)s2)ccn1,MIC,25.0,ug.mL-1
CHEMBL5590427,CCc1cc(-c2nc(C)c(C(=O)OCc3cn(-c4cccc(C)c4)nn3)s2)ccn1,MIC,6.25,ug.mL-1
CHEMBL4867501,CC(C)C(=O)OC1CCC(CN2CCN(c3cc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,MIC,0.016,ug.mL-1
CHEMBL2303634,N=C1NCCC([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)CC(N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1,MIC,1.25,ug.mL-1
CHEMBL4874098,C#CCN(c1nc(-c2ccc(Cl)cc2)no1)C1CCCCC1,MIC,32.0,ug.mL-1
CHEMBL4637102,C.CCCCCCCCC[S+]([O-])CC(N)=O,MIC,25.0,ug.mL-1
CHEMBL260580,CC(=O)C1=C(O)N2[C@H](C1=O)[C@H]1c3c[nH]c4cccc(c34)C[C@H]1C2(C)C,MIC,100.0,ug.mL-1
CHEMBL4637874,CCCCC(=O)Nc1cccc(C(=O)NCCCNc2cccnc2)c1,MIC,100.0,ug.mL-1
CHEMBL4570762,COc1ccc2cc1Oc1cc(ccc1OC)CCC(NCCN(C)C)CCCC2,MIC,100.0,ug.mL-1
CHEMBL5175253,O=c1nc(SCc2cn(-c3cccc(F)c3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,MIC,8.0,ug.mL-1
CHEMBL5199695,O=c1nc(SCc2cn(-c3ccc(Oc4ccccc4)cc3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,MIC,32.0,ug.mL-1
CHEMBL5170834,O=c1nc(SCc2cn(-c3ccc(F)c(F)c3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,MIC,8.0,ug.mL-1
CHEMBL4552740,CCCS(=O)(=O)N1CC=C(c2ccc3nc(-c4ccc(OC)c(OC)c4)cn3c2)CC1,MIC,12.5,ug.mL-1
CHEMBL4553053,COc1ccc(-c2cn3cc(C4=CCN(S(=O)(=O)C5CCCCC5)CC4)ccc3n2)cc1OC,MIC,25.0,ug.mL-1
CHEMBL4529669,COc1ccc(-c2cn3cc(C4=CCN(S(=O)(=O)c5ccc(C(C)(C)C)cc5)CC4)ccc3n2)cc1OC,MIC,6.25,ug.mL-1
CHEMBL4439620,COc1ccc(-c2cn3cc(C4=CCN(S(=O)(=O)c5ccc(C(F)(F)F)cc5)CC4)ccc3n2)cc1OC,MIC,6.25,ug.mL-1
CHEMBL4763713,Cc1ccc(N2CCN(c3ccc(CC(C#N)c4nc5ccccc5[nH]4)cc3)CC2)cc1,MIC,25.0,ug.mL-1
CHEMBL4760482,N#C/C(=C\c1ccc(N2CCN(c3cccc(Cl)c3)CC2)cc1)c1nc2ccccc2[nH]1,MIC,25.0,ug.mL-1
CHEMBL4072861,c1ccc(N2CCN(CCCN3c4ccccc4Sc4ccccc43)CC2)cc1,MIC,64.0,ug.mL-1
CHEMBL2023771,CCCCCCc1cn(CCc2ccccc2)nn1,MIC,10.0,ug.mL-1
CHEMBL2023788,CCCCCCCCCCc1cn(Cc2cc(OC)cc(OC)c2)nn1,MIC,4.0,ug.mL-1
CHEMBL1835249,CCCCCCCCCCCCn1cc(CCc2ccccc2)nn1,MIC,0.5,ug.mL-1
CHEMBL1181856,CC1=CCC[C@H](C)[C@@]1(C)CC/C(C)=C/CC/C(C)=C/Cn1c[n+](C)c2ncnc(N)c21,MIC,3.13,ug.mL-1
CHEMBL2392760,Cc1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)on1,MIC,12.5,ug.mL-1
CHEMBL4574295,COc1ccc2cc1Oc1cc(ccc1OC)CCC(NCc1ccccc1)CCCC2,MIC,12.5,ug.mL-1
CHEMBL4565340,Cc1nc(C(=O)N[C@@H](C)c2ccccc2)c(-c2ccc(C#N)cc2)s1,MIC,34.0,ug.mL-1
CHEMBL4513514,COc1ccc2cc1Oc1cc(ccc1OC)CCC(N)CCCC2,MIC,200.0,ug.mL-1
CHEMBL4525554,COc1ccc2cc1Oc1cc(ccc1OC)CCC(NCCCc1ccccc1)CCCC2,MIC,50.0,ug.mL-1
CHEMBL4552872,COc1ccc2cc1Oc1cc(ccc1OC)CCC(NCCc1cccc(F)c1)CCCC2,MIC,25.0,ug.mL-1
CHEMBL4577854,COc1ccc2cc1Oc1cc(ccc1OC)CCC(N1CCN(C)CC1)CCCC2,MIC,50.0,ug.mL-1
CHEMBL4554885,COc1ccc2cc1Oc1cc(ccc1OC)CCC(OC(=O)NCCc1ccccc1)CCCC2,MIC,100.0,ug.mL-1
CHEMBL4588545,COc1ccc2cc1Oc1ccc(cc1)CCC(NCCc1ccc(F)cc1)CCCC2,MIC,12.5,ug.mL-1
CHEMBL5091806,Clc1ccc2c(CNC3C4CC5CC(C4)CC3C5)c[nH]c2c1,MIC,6.07,ug.mL-1
CHEMBL4443235,Cc1ccc(-c2cn(C3CCCCc4ccccc43)nn2)cc1,MIC,25.0,ug.mL-1
CHEMBL4552295,c1ccc(-c2cn(C3CCCCc4ccccc43)nn2)cc1,MIC,25.0,ug.mL-1
CHEMBL4879372,Cc1c(C(=O)OCc2ccccc2)[n+]([O-])c2cc(F)c(-n3cncn3)cc2[n+]1[O-],MIC,0.125,ug.mL-1
CHEMBL3331315,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)C/C1=N/OCc1ccccc1,MIC,16.0,ug.mL-1
CHEMBL3331310,CCO/N=C1/CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN,MIC,2.0,ug.mL-1
CHEMBL3331301,CO/N=C1/CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2OC)[C@H]1CN,MIC,0.5,ug.mL-1
CHEMBL4851181,C#CCN(c1nc(-c2ccc(Br)cc2)no1)C1CCCCC1,MIC,32.0,ug.mL-1
CHEMBL5267831,Cc1cc(SCC(=O)Nc2cc(Cl)ccc2Cl)nc(N)n1,MIC,1.5,ug.mL-1
CHEMBL3884255,Cc1cc(O)c2c(c1)C(O)CCC2=O,MIC,100.0,ug.mL-1
CHEMBL5219471,O=C1Nc2ccccc2/C1=N\OCc1cn(Cc2cccc(C(F)(F)F)c2)nn1,MIC,3.125,ug.mL-1
CHEMBL5273394,CC(C)(C)c1cnc(C(=O)/C=C/c2ccccc2Cl)cn1,MIC,3.13,ug.mL-1
CHEMBL5277273,CCCC(=O)Nc1nc2cc(C3=NN(C(C)=O)C(c4cccs4)C3)ccc2o1,MIC,12.5,ug.mL-1
CHEMBL5282628,CC(=O)N1N=C(c2ccc3oc(-c4ccccc4)nc3c2)CC1c1cccs1,MIC,25.0,ug.mL-1
CHEMBL5272369,COc1ccccc1-c1nc2cc(C3=NN(C(C)=O)C(c4cccs4)C3)ccc2o1,MIC,25.0,ug.mL-1
CHEMBL1164316,S=c1[nH]nc(-c2ccccc2)o1,MIC,2.2,ug.mL-1
CHEMBL1276243,Cc1ccc(-c2nnc(S)o2)cc1,MIC,9.6,ug.mL-1
CHEMBL5268179,O=[N+]([O-])c1ccc(-c2nnc(S)o2)cc1,MIC,3.1,ug.mL-1
CHEMBL5287150,COc1ccc(-c2nnc(S)o2)cc1,MIC,20.8,ug.mL-1
CHEMBL5286318,Oc1ccc(-c2nnc(S)[nH]2)cc1O,MIC,10.5,ug.mL-1
CHEMBL5279144,Sc1nnc(-c2cc3ccccc3[nH]2)o1,MIC,1.3,ug.mL-1
CHEMBL4516845,CC(=O)O[C@]12CCC(=O)OC(C)(C)[C@@H]1CCC1=C2CC[C@]2(C)[C@@H]([C@H](C)[C@H]3OC(=O)C(C)=C[C@@H]3O)CC[C@@]12C,MIC,50.0,ug.mL-1
CHEMBL4285031,CSc1ccc(NC(=O)c2c(-c3ccccc3)c3ccccc3n(Cc3cccc(Cl)c3)c2=O)cc1,MIC,25.0,ug.mL-1
CHEMBL4570286,CCc1nc2ccc(C)cn2c1C(=O)NCCOc1ccc(Br)cc1,MIC,0.275,ug.mL-1
CHEMBL4454991,CCCc1nc2ccc(Cl)cn2c1C(=O)NCCOc1ccc(Br)cc1,MIC,0.054,ug.mL-1
CHEMBL4589777,CCCc1nc2ccc(Cl)cn2c1C(=O)NCCOc1ccc(Cl)cc1,MIC,0.631,ug.mL-1
CHEMBL4448827,CCc1nc2ccc(Cl)cn2c1C(=O)NCCOc1ccc(OC)cc1,MIC,0.056,ug.mL-1
CHEMBL1549276,COc1cc(OC)nc(NC(=O)CCl)n1,MIC,250.0,ug.mL-1
CHEMBL2338296,NNC(=O)c1cccnc1SCc1ccccc1,MIC,250.0,ug.mL-1
CHEMBL4521056,CC(=O)c1ccnc(C2=CC(=O)c3ccccc3C2=O)c1,MIC,3.13,ug.mL-1
CHEMBL153479,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,MIC,6.0,ug.mL-1
CHEMBL463264,COc1ccc2c(c1)[nH]c1cc(O)c(C=O)cc12,MIC,100.0,ug.mL-1
CHEMBL1182285,c1cc2c[n+](c1)CCCCCCCCCCCCc1ccc[n+](c1)CCCCCCCCCCC2,MIC,9.3,ug.mL-1
CHEMBL1951364,Cc1ccnc(NC(=O)NS(=O)(=O)c2cc(NC(=O)C(C)Cl)ccc2Cl)n1,MIC,100.0,ug.mL-1
CHEMBL4173307,O=Cc1cn(-c2cccc(C(F)(F)F)c2)nn1,MIC,25.0,ug.mL-1
CHEMBL3249237,Cc1cc(OCCCC[N+](C)(C)Cc2ccc([N+](=O)[O-])o2)c(C(C)C)cc1Cl.[Br-],MIC,10.0,ug.mL-1
CHEMBL3246534,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/NC(=O)CN5CCN(c6ccc(F)cc6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,15.0,ug.mL-1
CHEMBL1929479,Cc1cccc2c3c([nH]c12)C(=O)/C(=C/O)CCC3,MIC,50.0,ug.mL-1
CHEMBL2323135,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C/c2ccc(O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,MIC,100.0,ug.mL-1
CHEMBL3246537,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/NC(=O)CN5CCN(c6ccc(C#N)cc6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,18.6,ug.mL-1
CHEMBL3247273,Cc1ccc(S(=O)(=O)OCCn2c(C)cnc2[N+](=O)[O-])cc1,MIC,100.0,ug.mL-1
CHEMBL520030,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](C=C[C@@H]5[C@@]6(C)CC[C@@H](O)C(C)(C)[C@@H]6CC[C@]54C)(OC2=O)[C@@H]3C1,MIC,64.0,ug.mL-1
CHEMBL2397462,O=C(NCc1ccccc1C(F)(F)F)c1cnc(Cl)cn1,MIC,25.0,ug.mL-1
CHEMBL2397458,O=C(Nc1ccc(Br)cc1)c1cnc(Cl)cn1,MIC,3.13,ug.mL-1
CHEMBL2397467,COc1ccc(CNC(=O)c2cnc(Cl)cn2)c(OC)c1,MIC,100.0,ug.mL-1
CHEMBL489548,C=C[C@](O)(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,MIC,1.0,ug.mL-1
CHEMBL3310376,O=C(NCc1ccccc1)NNC(=O)c1cc([N+](=O)[O-])c[nH]1,MIC,15.2,ug.mL-1
CHEMBL3909271,COC(=O)c1cc2occc2n1CC(=O)c1ccc(C)cc1,MIC,1.25,ug.mL-1
CHEMBL3290347,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2n1,MIC,0.13,ug.mL-1
CHEMBL3290355,COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,MIC,0.03,ug.mL-1
CHEMBL244527,Nn1c(S)nnc1CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,MIC,6.25,ug.mL-1
CHEMBL241938,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1)N/N=C/c1ccccc1,MIC,6.25,ug.mL-1
CHEMBL243459,CC(=O)Nc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(=O)c2ccccc2)cs1,MIC,6.25,ug.mL-1
CHEMBL3956372,Cc1c(C(=O)NN2CCN(C)CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,MIC,25.0,ug.mL-1
CHEMBL3891229,COC(=O)c1cc2occc2n1CC(=O)c1cccc(OC)c1,MIC,1.25,ug.mL-1
CHEMBL2151455,Sc1nnc(-c2cc(Br)c(Br)[nH]2)o1,MIC,54.5,ug.mL-1
CHEMBL4439035,COc1cc(Cc2cnc(/N=C3\C(=O)N(CN4CCN(c5c(F)cc6c(=O)c(C(=O)O)cn(C7CC7)c6c5OC)CC4C)c4ccc(Cl)cc43)nc2N)cc(OC)c1OC,MIC,0.78,ug.mL-1
CHEMBL2236089,CCOC(=O)N1CCN(CC(=O)N2C(c3cccc(F)c3)CC(=O)C(C)C2c2cccc(F)c2)CC1,MIC,256.0,ug.mL-1
CHEMBL5265761,Clc1ccc(-n2cc(C3CC(c4ccc(-c5ccccc5)cc4)=NN3)c(-c3cccs3)n2)cc1,MIC,1.56,ug.mL-1
CHEMBL2262800,Nc1nc(=O)[nH]c2c1C(c1ccccc1)c1ccc3ccccc3c1O2,MIC,1000.0,ug.mL-1
CHEMBL2262470,Cc1cc(C2=NN(c3ccccc3)C(c3ccc(F)cc3)C2)ccc1O,MIC,0.62,ug.mL-1
CHEMBL2262465,Cc1cc(C2=NN(c3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,MIC,1.24,ug.mL-1
CHEMBL299158,CCN(CC)S(=O)(=O)c1ccc2nc(N)nc(N)c2c1Cl,MIC,25.0,ug.mL-1
CHEMBL5430025,CN(C)CCCNC(=O)[C@@H]1NC(=O)[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O)-c3ccc5c(c[nH]c5c3)C[C@@H](NC(=O)C(NC(=O)CCCCCN)c3ccc(O)cc3)C(=O)N[C@H](c3ccc(O)cc3)C(=O)N[C@H]4C(=O)N[C@@H](C(=O)N2C)c2ccc(cc2)Oc2cc1ccc2O,MIC,32.0,ug.mL-1
CHEMBL5209427,O=C(NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1)OCC(F)(F)F,MIC,29.74,ug.mL-1
CHEMBL5193448,Cc1ccnc(NC(=O)c2ccsc2NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,MIC,0.87,ug.mL-1
CHEMBL5208681,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)Nc2nccs2)cc1,MIC,7.64,ug.mL-1
CHEMBL4226813,CC(C)CC(=O)N1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,MIC,0.498,ug.mL-1
CHEMBL1096325,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4C(=O)/C(=N\c5ncc(Cc6cc(OC)c(OC)c(OC)c6)c(N)n5)c5cc(F)ccc54)CC3)cc21,MIC,0.78,ug.mL-1
CHEMBL5439246,O=C(CNc1ccccc1OC(F)(F)F)NC12CC3CC(CC(C3)C1)C2,MIC,1.0,ug.mL-1
CHEMBL4540561,CCOC1CCOC2(CCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)C1,MIC,50.0,ug.mL-1
CHEMBL4461677,CNC(=O)CC1CCOC2(CCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)C1,MIC,100.0,ug.mL-1
CHEMBL4525177,O=C(c1ccc([N+](=O)[O-])o1)N1CCC2(CC1)CC(Oc1ccncc1)CCO2,MIC,25.0,ug.mL-1
CHEMBL4550123,O=C(c1ccc([N+](=O)[O-])o1)N1CCC2(CC1)CC(NS(=O)(=O)c1ccccc1)CCO2,MIC,50.0,ug.mL-1
CHEMBL3310572,O=C(NNC(=S)Nc1ccc(F)cc1)c1cc([N+](=O)[O-])c[nH]1,MIC,0.56,ug.mL-1
CHEMBL3310389,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)NCc1ccco1,MIC,17.0,ug.mL-1
CHEMBL2297346,CC(C)c1csc(-c2nnc(S(=O)(=O)Cc3ccc(Cl)cc3)n2/N=C/c2ccc(Cl)cc2)n1,MIC,8.0,ug.mL-1
CHEMBL2297539,CC(C)c1csc(-c2nnc(S(=O)(=O)Cc3ccc(C(F)(F)F)cc3)n2/N=C/c2ccc(F)cc2)n1,MIC,2.0,ug.mL-1
CHEMBL2297356,CC(C)c1csc(-c2nnc(S(=O)(=O)Cc3cc(Cl)ccc3F)n2-c2ccccc2)n1,MIC,4.0,ug.mL-1
CHEMBL2297353,CC(C)c1csc(-c2nnc(S(=O)(=O)Cc3ccc(Br)cc3F)n2-c2ccccc2)n1,MIC,8.0,ug.mL-1
CHEMBL2282072,O=C1CSC(c2cc3ccccc3nc2S)N1c1cccc([N+](=O)[O-])c1,MIC,125.0,ug.mL-1
CHEMBL2282063,O=C1C(Cl)C(c2cc3ccccc3nc2S)N1c1cccc(Cl)c1,MIC,125.0,ug.mL-1
CHEMBL2282058,Cc1ccc(N2C(=O)C(Cl)C2c2cc3ccccc3nc2S)cc1,MIC,250.0,ug.mL-1
CHEMBL2282056,Cc1ccccc1N1C(=O)C(Cl)C1c1cc2ccccc2nc1S,MIC,500.0,ug.mL-1
CHEMBL2147101,O=C1COCCN1c1ccc(C2CC(c3ccc([N+](=O)[O-])o3)=NO2)cn1,MIC,200.0,ug.mL-1
CHEMBL2147102,O=C1COCCN1c1ccc(C2CC(c3ccc([N+](=O)[O-])o3)=NO2)cc1F,MIC,800.0,ug.mL-1
CHEMBL3577482,O=Cc1ccc(OCCCOc2ccc(-n3cccc3)cc2)cc1,MIC,12.5,ug.mL-1
CHEMBL3577480,O=[N+]([O-])c1ccc(OCCCOc2ccc(-n3cccc3)cc2)c([N+](=O)[O-])c1,MIC,100.0,ug.mL-1
CHEMBL3577401,O=Cc1ccc(OCCOc2ccc(-n3cccc3)cc2)cc1,MIC,12.5,ug.mL-1
CHEMBL3577392,Clc1ccccc1OCCOc1ccc(-n2cccc2)cc1,MIC,25.0,ug.mL-1
CHEMBL4228059,O=[N+]([O-])c1ccc(CN2CCC(=NOCc3ccc(C(F)(F)F)cc3)CC2)o1,MIC,0.212,ug.mL-1
CHEMBL4228622,CON=C1CCN(Cc2ccc([N+](=O)[O-])o2)CC1,MIC,1.988,ug.mL-1
CHEMBL4471960,FC(F)(F)c1ccccc1-c1cn(CC2=C(Cl)c3ccc(-c4cccs4)nc3CC2)nn1,MIC,12.5,ug.mL-1
CHEMBL4228679,Nc1nc(-c2ccc3oc4ccccc4c3c2)cs1,MIC,1.56,ug.mL-1
CHEMBL1929483,Cc1ccc2c3c([nH]c2c1)-c1n[nH]cc1CCC3,MIC,25.0,ug.mL-1
CHEMBL1929494,Cc1cccc2c3c([nH]c12)-c1c(cnn1-c1ccccc1)CCC3,MIC,25.0,ug.mL-1
CHEMBL1946524,N#CCCc1cccc(C(=O)OCc2csc(N)n2)c1,MIC,0.625,ug.mL-1
CHEMBL1946676,Nc1nc(COC(=O)c2ccc([N+](=O)[O-])cc2)cs1,MIC,1.0,ug.mL-1
CHEMBL1946876,Nc1nc(COC(=O)c2ccccc2)cs1,MIC,100.0,ug.mL-1
CHEMBL1946877,N#Cc1cccc(C(=O)OCc2csc(N)n2)n1,MIC,50.0,ug.mL-1
CHEMBL1797183,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2[C@H](O)[C@]4(C[C@@H]5C[C@]67CC(=O)O[C@H]6CCN6CC[C@@]8(c9cccc(OC)c9N(C4)[C@@H]58)[C@@H]67)[C@@H]4OCC[C@]4(C1)[C@H]23,MIC,4.0,ug.mL-1
CHEMBL1802131,CCCCCCCCC(=O)OC1(C)c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Br)cc21,MIC,1.56,ug.mL-1
CHEMBL1802120,CCC(=O)O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Br)cc21,MIC,3.13,ug.mL-1
CHEMBL1801837,CN(C)C(=O)O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Br)cc21,MIC,1.56,ug.mL-1
CHEMBL4749087,N#C/C(=C\c1ccc(N2CCN(c3ccc(Br)cc3)CC2)cc1)c1nc2ccccc2[nH]1,MIC,25.0,ug.mL-1
CHEMBL1831152,COc1ccc2nc(C)cc(NC(=O)CN3CC(CNCC4CCCCC4)OC3=O)c2c1,MIC,100.0,ug.mL-1
CHEMBL1807579,COc1ccc(/C=C2\CCCc3c2nc(N)nc3-c2ccc(OC)cc2)cc1,MIC,12.5,ug.mL-1
CHEMBL1807839,Nc1nc2c(c(-c3cccc4ccccc34)n1)CCCC/C2=C\c1cccc2ccccc12,MIC,12.5,ug.mL-1
CHEMBL1818411,Fc1ccc(NC(=S)NC2C3CC4CC(C3)CC2C4)c(F)c1F,MIC,0.8,ug.mL-1
CHEMBL1818400,CCCCCNC(=O)NC1C2CC3CC(C2)CC1C3,MIC,0.39,ug.mL-1
CHEMBL1818398,CC(C)(C)NC(=O)NC1C2CC3CC(C2)CC1C3,MIC,12.5,ug.mL-1
