smiles,fda_id
Clc1c(N)nc(N)c(C(=O)NC(=N)N)n1.Cl.O.O,Z1541632803
O=C(OCc1ncccc1)C(C)c1ccc(CC(C)C)cc1,Z1537603096
O=C(Nc1nccc(C)c1)C(C)c1cc(C(=O)c2ccccc2)ccc1,Z1537384907
O=C(NCCO)C(C)c1ccc(CC(C)C)cc1,Z1537048897
Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3oc(C)nn3)(C)C)=N2)cc1,Z1532717445
Fc1c(Cn2nnc(C(=O)N)c2)c(F)ccc1,Z1532717444
FC(F)(F)c1nc2c(C(F)(F)F)cccc2c([C@@](O)[C@]2NCCCC2)c1.Cl,Z1532363097
Clc1c(Cl)cccc1-c1c(N)nc(N)nn1,Z1532338577
S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2ncccn2)n1)c1ccc(C(C)(C)C)cc1,Z1530532762
O=C(CO)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)C[C@@]1C,Z1530532760
O=C(OCC(COC(=O)C)CCn1c2nc(N)ncc2nc1)C,Z1530532759
O=C(O)C(C)c1cc(C(=O)c2ccccc2)ccc1,Z1530532758
Clc1ccc([C@@](OCC[C@@]2N(C)CCC2)(C)c2ccccc2)cc1.Cl,Z1530532757
O=C(NO)CCCCCCC(=O)Nc1ccccc1,Z1530532755
Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,Z1530532754
O=C1[C@]2(C)[C@]([C@]3[C@@](c4c(cc(O)cc4)CC3)CC2)CC1,Z1530425070
O=C1N([C@@]2O[C@](CO)C=C2)C=C(C)C(=O)N1,Z1530425068
O=C(CO)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)[C@@](O)C2)CC1,Z1530425064
Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,Z1530425063
NC12CC3CC(C1)CC(C2)C3.Cl,Z1522567174
S(=O)(=O)(Nc1ncccc1)c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,Z1521554012
O=C(OCC(COC(=O)N)c1ccccc1)N,Z1521554005
O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,Z1521553991
O=C(OCC(O)COc1c(OC)cccc1)N,Z1521553984
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1nc(CN(C)C)sc1,Z1521553983
O=C(O)[C@@](NC(=O)c1ccc(N(Cc2nc3c(N)nc(N)nc3nc2)C)cc1)CCC(=O)O,Z1521553982
Fc1cc2onc(C3CCN(CCCOc4c(OC)cc(C(=O)C)cc4)CC3)c2cc1,Z1521553906
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,Z1521553846
Clc1cc2c(/C(=C/3\CCN(C(=O)OCC)CC\3)/c3ncccc3CC2)cc1,Z1521553845
Clc1c(Cl)cccc1C1C(C(=O)OCOC(=O)CCC)=C(C)NC(C)=C1C(=O)OC,Z1521553844
Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@@](O)CC3)CC1)CC2,Z1521553843
Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@](O)(C#C)CC3)CC1)CC2,Z1521553721
Fc1c([C@](O)([C@@](C)c2c(F)cncn2)Cn2ncnc2)ccc(F)c1,Z1521553720
P(=O)(O)(O)C(P(=O)(O)[O-])(O)CCN(CCCCC)C.[Na+].O,Z1521553718
F[C@@]12[C@]3(C)C(=CC(=O)C=C3)CC[C@]1[C@]1[C@@](C)([C@@](O)(C(=O)CO)[C@@](C)C1)C[C@@]2O,Z1521553714
FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@](N)Cc1c(F)cc(F)c(F)c1)CC2,Z1521553713
S(=O)(=O)(NC(=N)CCSCc1nc(/N=C(\N)/N)sc1)N,Z1521553705
O=C(OCc1scnc1)N[C@]([C@@](O)C[C@@](NC(=O)[C@@](NC(=O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1,Z1521553599
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(C(O)CCC5)=NC=4C)CC3)c2cc1,Z1521553597
O=C1Nc2c(c(CCN(CCC)CCC)ccc2)C1.Cl,Z1521553578
FC=1C(N)=NC(=O)N([C@]2O[C@@](CO)SC2)C=1,Z1521553474
O=C1Nc2c(C)ccnc2N(C2CC2)c2ncccc12,Z1521553473
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,Z1521553472
O=C(O)CC1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12,Z1521549186
S(C)[C@@]1[C@](O)[C@@](O)[C@@](O)[C@@]([C@](NC(=O)[C@]2N(C)C[C@](CCC)C2)[C@](O)C)O1,Z1515385088
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,Z1515385087
Clc1ccc(-c2c(N)nc(N)nc2CC)cc1,Z1515385085
Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@](CNC(=O)C)C2)c1,Z1515385084
S(=O)(=O)(Nc1c(OC)c(OC)ncn1)c1ccc(N)cc1,Z1515385080
N#CC(C)(C)c1cc(C(C#N)(C)C)cc(Cn2ncnc2)c1,Z1515385077
O(C)[C@@]1(C)[C@](O[C@]2[C@](O)[C@@](N(C)C)C[C@@](C)O2)[C@@](C)[C@](O[C@@]2O[C@@](C)[C@](O)[C@@](OC)(C)C2)[C@@](C)C(=O)O[C@](CC)[C@](O)(C)[C@](O)[C@@](C)C(=O)[C@](C)C1,Z1515385076
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)[C@]3[C@](O)[C@]2[C@](N(C)C)C=1O,Z1515385075
O=C1C(N2C(=O)c3c(c(N)ccc3)C2)CCC(=O)N1,Z1515385074
O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,Z1515385071
O=C1N([C@]2[C@](O)[C@](O)[C@@](CO)O2)C=NC(N)=N1,Z1515383340
O=C(OC(OC(=O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1)C)OC1CCCCC1,Z1515383338
O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,Z1515383337
O=C(OCC)[C@@](N[C@](C(=O)N1[C@](C(=O)O)C[C@]2[C@@]1CCC2)C)CCc1ccccc1,Z1515381509
O=C(O)[C@@](N[C@](C(=O)N1[C@](C(=O)O)CCC1)CCCCN)CCc1ccccc1,Z1515376765
O=C(O[C@]1[C@](C)[C@](O)[C@](C)[C@@](O)[C@@](C)C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C\[C@](OC)[C@]1C)c2O)C,Z1515376764
O=[N+]([O-])c1sc(NC(=O)c2c(OC(=O)C)cccc2)nc1,Z1514087129
O=C(O)[C@](NC(=O)C1CCC(C(C)C)CC1)Cc1ccccc1,Z1514053266
O=C1N([C@]2[C@@](O)[C@](O)[C@@](CO)O2)C=CC(N)=N1,Z1511499171
S(=O)(=O)(OC[C@]12OC(C)(C)O[C@]1[C@@]1OC(C)(C)O[C@@]1CO2)N,Z1511495258
S(=O)(=O)(O)N1C(=O)[C@@](NC(=O)/C(=N/OC(C(=O)O)(C)C)/c2nc(N)sc2)[C@@]1C,Z1511483977
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,Z1511483974
O=C1N([C@]2O[C@@](CO)SC2)C=CC(N)=N1,Z1509637175
O(CC(O)CO)c1c(OCC)cccc1,Z1509558249
O=C1N(O)C(C2CCCCC2)=CC(C)=C1,Z1509504366
O=C(OCCCCCC)CCC(=O)CN.Cl,Z1509470545
O=C1C(CC)(c2ccccc2)C(=O)NCN1,Z1509139960
O=C(O)[C@@](N)(Cc1cc(O)c(O)cc1)C,Z1508915075
O=C(O)[C@@](C)c1ccc(CC(C)C)cc1,Z1508914616
O=C(N[C@@](CC(C)C)c1c(N2CCCCC2)cccc1)Cc1cc(OCC)c(C(=O)O)cc1,Z1501485370
Clc1ccc(C(=O)c2ccc(OC(C(=O)OC(C)C)(C)C)cc2)cc1,Z1501485369
O(CCCCc1n(C2CCCCC2)nnn1)c1cc2c(NC(=O)CC2)cc1,Z1501485368
O=C(C)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C([C@@](C)C3)=CC(=O)CC4)CC2)CC1,Z1501485367
O=C(O[C@@]1C(C)=C2C(C)(C)[C@](O)([C@@](OC(=O)c3ccccc3)[C@]3[C@](C)(C(=O)[C@@]2OC(=O)C)[C@@](O)C[C@@]2[C@@]3(OC(=O)C)CO2)C1)[C@](O)[C@@](NC(=O)c1ccccc1)c1ccccc1,Z1501485366
O=C1C(Cn2c(C)ncc2)CCc2n(C)c3c(c12)cccc3,Z1501485364
O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CN(C)C)c(O)cc5)cc4C3)=C2)CO1,Z1501485359
P(=O)(O)(O)C(P(=O)(O)O)(O)Cc1cnccc1,Z1501485357
S(=O)(Cc1c(C)c(OCC(F)(F)F)ccn1)c1[nH]c2c(n1)cccc2,Z1501485356
O=C1N(C)CC(=O)N2[C@](c3cc4OCOc4cc3)c3[nH]c4c(c3C[C@]12)cccc4,Z1501485354
O=C(C)[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,Z1501485353
Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,Z1501485351
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,Z1501480428
O=C1C=C2C(=C3[C@@](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@]4[C@@]3CC2)CC1,Z1501480424
O(C)c1cc2c(/C=N/NC(=N)NCCCCC)c[nH]c2cc1,Z1501480423
Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,Z1501480422
FC=1C(NC(=O)OCCCCC)=NC(=O)N([C@]2[C@](O)[C@](O)[C@@](C)O2)C=1,Z1501480421
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC=Nc2c1,Z1501480416
S(=O)(=O)(N1CCN(C)CC1)c1cc(c(OCC)cc1)C1=NC(=O)c2n(C)nc(CCC)c2N1,Z1501480413
O=C1C(C#N)=CC(c2ccncc2)=C(C)N1,Z1501480412
S(=O)(=O)(NC(=O)NC1CCC(C)CC1)c1ccc(CCNC(=O)N2C(=O)C(CC)=C(C)C2)cc1,Z1501475009
O=C(NC(C)(C)C)[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@@]4(C)C=CC(=O)N[C@@]4CC3)CC2)CC1,Z1501475008
S(=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)cc(OC)cc2,Z1501475006
Clc1c(OCC(O)CNC(C)(C)C)cc(C)cc1,Z1497043450
O(C)c1c(OC)ccc2c1c[n+]1c(-c3c(cc4OCOc4c3)CC1)c2.[Cl-],Z1494829513
O=C1Oc2c(cc(O[C@]3[C@](O)[C@@](O)[C@](O)[C@@](CO)O3)c(O)c2)C=C1,Z1494829512
OC1C(O)C(O)C(O)C(O)C1O,Z1486007281
OC[C@@](NCCN[C@](CO)CC)CC.Cl.Cl,Z1486001934
[N+](C)(C)=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1.[Cl-],Z1465002628
O=C(Nc1c(C)cccc1C)C(N)C.Cl,Z1449775098
Clc1cc(Cl)cc(-c2oc3c(n2)ccc(C(=O)O)c3)c1,Z1443584665
O=C(NC1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,Z1431321925
O=C(OCC)c1cnc(C#Cc2cc3C(C)(C)CCSc3cc2)cc1,Z1424590960
OC(CNC(C)C)c1cc(O)c(O)cc1.Cl,Z1416254508
O=C(O)CC[C@@](C)[C@@]1[C@@]2(C)[C@@](O)C[C@@]3[C@]4(C)[C@@](C[C@](O)CC4)CC[C@]3[C@@]2CC1,Z1416203075
Fc1ccc(C(=O)CCCN2CCC(C)CC2)cc1,Z138288808
O=C(O)[C@@](N(C(=O)CCCC)Cc1ccc(-c2c(-c3[nH]nnn3)cccc2)cc1)C(C)C,Z1379303659
S(=O)(=O)(OCCCCCCCCCCCC)[O-].[Na+],Z1365432828
OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1,Z1341543331
O=C(O)C.Oc1cc(N(CC2=NCCN2)c2ccc(C)cc2)ccc1,Z1318255133
O(C)c1c(O)c(OC)cc([C@@]2c3c([C@@](O[C@]4[C@](O)[C@@](O)[C@@]5O[C@](C)OC[C@]5O4)[C@@]4[C@@]2C(=O)OC4)cc2OCOc2c3)c1,Z1304065033
O=C(C=C)N1C[C@](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,Z1302446275
OC(C)(C)[C@]1C[C@](O)C(C)=CC1,Z1278926502
O=C1C(N2C(=O)c3c(N)cccc3C2=O)CCC(=O)N1,Z1269642575
ClCC(O)Cn1c(C)ncc1[N+](=O)[O-],Z1269240018
O=C(O)CCCC[C@]1SSCC1,Z1269228108
P(=O)(O)(O)C(P(=O)(O)O)(O)C,Z1269201561
P(=O)(O)(O)C(P(=O)(O)O)(O)CCN,Z1269196032
O=C(Oc1c[n+](C)ccc1)N(C)C.[Br-],Z1269171738
OCCN1[C@](CO)[C@@](O)[C@](O)[C@@](O)C1,Z1269163651
S(P(=O)(O)O)CCNCCCN,Z1269145833
S(SC[C@](N)C(=O)O)C[C@](N)C(=O)O,Z1269145231
ClCCN(N=O)C(=O)NCCCl,Z1269141329
SC[C@](C(=O)N1[C@](C(=O)O)CCC1)C,Z1269124804
Clc1cc2S(=O)(=O)NC(C)=Nc2cc1,Z1269122570
[Hg](Sc1c(C(=O)[O-])cccc1)CC.[Na+],Z1269110165
NCCc1nc[nH]c1.Cl.Cl,Z1267773750
O=C1OC2(CN1)CCN(CCc1ccccc1)CC2,Z1266873958
O=C(O)C(CCCOc1c(C)ccc(C)c1)(C)C,Z1259021151
S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(C)cc3)cc(C(F)(F)F)n2)cc1,Z1258938406
O=C(OC)N[C@](C(=O)NN(C[C@](O)[C@@](NC(=O)[C@@](NC(=O)OC)C(C)(C)C)Cc1ccccc1)Cc1ccc(-c2ncccc2)cc1)C(C)(C)C,Z1258932192
FC(F)(F)COc1c(C(=O)NCC2NCCCC2)cc(OCC(F)(F)F)cc1.Cl,Z1255523427
Cc1cnc(-c2ncc(C)cc2)cc1,Z1255488813
O=C1C(O)=C([O-])[C@@]([C@@](O)CO)O1.[Na+],Z1255486556
O[C@@]([C@](O)[C@@](O)CNC)[C@](O)CO,Z1255485274
Clc1cc2nccc(O)c2cc1,Z1255464975
O[C@@](CNC)c1cc(O)c(O)cc1,Z1255449978
O=C[C@](O)[C@@](O)[C@](O)CO,Z1255438834
O[C@]1[C@](C(C)C)CC[C@@](C)C1,Z1255438640
O=C(N)[C@](CC)N1C(=O)CCC1,Z1255435426
O=C(O)[C@@](N)(Cc1ccc(O)cc1)C,Z1255434943
O=C1[C@@]2(C)C(C)(C)[C@@](C1)CC2,Z1255434759
O=C(O)CCC(N)C=C,Z1255431434
S[C@](C(=O)O)[C@@](S)C(=O)O,Z1255431202
O=C1C(C)=CC(=O)c2c1cccc2,Z1255430959
O(CC(O)CO)c1c(OC)cccc1,Z1255415511
C(c1ccccc1)C1=NCCN1.Cl,Z1255415487
O=C(OCC[N+](C)(C)C)N.[Cl-],Z1255415481
O=C1C(O)=C(C)N(C)C=C1,Z1255390865
O=C(O)CC(O)CN,Z1255390571
N(c1nc(N)nc(N)n1)C1CC1,Z1255383207
Fc1nc(C(=O)N)c(O)nc1,Z1255381648
O=C(N)CN1C(=O)C[C@@](O)C1,Z1255379534
ClC(F)C(F)(F)OC(F)F,Z1255360592
P(F)(=O)(O)O,Z1255360409
O=C(O[C@]1[C@](OC)[C@@](C(=O)OC)[C@@]2[C@](C1)CN1[C@@](c3[nH]c4c(c3CC1)ccc(OC)c4)C2)c1cc(OC)c(OC)c(OC)c1,Z1251172867
FC(F)(F)c1cc(Nc2c(C(=O)OCCOCCO)cccc2)ccc1,Z1248763315
N1CCNCC1,Z1245537944
O(CC)c1c(OCC2OCCNC2)cccc1,Z1235945951
S(CC(=O)O)C[C@](N)C(=O)O,Z1222399234
O[C@]1[C@]2OC[C@](O)[C@]2OC1,Z1216815730
O=C(NO)N,Z1203577934
O=C(O)CN(C(=N)N)C,Z1203577925
O=C1N2C(=CC=C1)[C@]1CNC[C@@](C2)C1,Z1203159860
ClC=1C(O)=CC(=O)NC=1,Z1201624655
FC1=C(N)NC(=O)N=C1,Z1201621875
O=C(N)c1ncn2C(=O)N(C)N=Nc12,Z1201620684
O=C[C@](O)[C@@](O)[C@](O)[C@](O)CO,Z1201619321
S=P(N1CC1)(N1CC1)N1CC1,Z1201619320
ClC(OC(F)F)C(F)(F)F,Z1201618663
O=C1N(C)C(=O)OC1(C)C,Z1201618106
ClC(Cl)C(F)(F)OC,Z1201617823
BrC(Cl)C(F)(F)F,Z1201617125
O[C@@](CNC)c1cc(O)ccc1,Z1198723489
Fc1cc2c(B(O)OC2)cc1,Z1198279578
P(=O)(OCCN(C(=N)N)C)(O)O,Z1198155511
O=C(N)C(C(CC)C)CC,Z1198155509
Clc1c(O)c(Cl)c(C)nc1C,Z1198155477
O=C(O)c1ncc(C)[n+]([O-])c1,Z1198155438
O=C1N(C)C(=O)OC1(CC)C,Z1198155421
O=[N+]([O-])c1n(CC(O)C)c(C)nc1,Z1198155412
O=C1[C@](N)CON1,Z1198154206
N=C(NCCN1CCCCCCC1)N,Z1198152903
O=C1C(N)=CC(c2ccncc2)=CN1,Z1198150288
CN1[C@](c2cnccc2)CCC1,Z1198150037
O[C@@]([C@](O)[C@](O)CO)[C@](O)CO,Z1198149813
O=C1N(CCC)c2nc[nH]c2C(=O)N1,Z1198148417
Oc1c(CCCCCC)ccc(O)c1,Z1197943321
O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,Z1191880499
N=C(N)N1Cc2c(cccc2)CC1.I,Z118438370
Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1.Cl.Cl,Z1182332248
O=C(CCC)N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CCC1,Z1172912933
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1OCCC1,Z1172269406
O=C(O)CC[C@@](C)[C@@]1[C@]2(C)[C@]([C@@]3[C@](O)C[C@]4[C@@](C)([C@]3CC2)CC[C@@](O)C4)CC1,Z1172235745
ClN=S(=O)([O-])c1ccc(C)cc1.[Na+],Z1172235461
FC(F)(F)c1cc([N+](=O)[O-])c(C(=O)C2C(=O)CCCC2=O)cc1,Z1172207721
S(CCN/C(=N/C#N)/NC)Cc1c(C)[nH]cn1,Z1162463430
O=C([O-])c1c(C=2c3c(OC=4C=2C=CC(=O)C=4)cc([O-])cc3)cccc1.[Na+].[Na+],Z1160865418
O=C(O)[C@]1NC(=O)CC1,Z1154378309
N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C.Cl,Z1151174635
O=C(O)[C@](O)[C@@](O)C(=O)O,Z1147451717
SC[C@](NC(=O)C)C(=O)O,Z1143441555
O=S1(=O)N(C)/C(=C(\O)/Nc2ncccc2)/C(=O)c2c1cccc2,Z1137167677
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Z1137167676
Clc1c(Cn2nc(C(=O)O)c3c2cccc3)ccc(Cl)c1,Z1137008901
Clc1ccc(Cn2c(C)nc3c2cccc3)cc1.Cl,Z111872342
Clc1c(O)c2ncccc2c(Cl)c1,Z111781330
Clc1c(CO)ccc(Cl)c1,Z111479786
N(=C(/NCc1ccccc1)\NC)\C.I,Z1089994842
O=C1OCC1,Z1089877620
O=C(O)[C@](N)CO,Z1070067572
O(CC1OC(=O)NC1)c1cc(C)cc(C)c1,Z106952910
OC(CO)C,Z106938868
O=C(O)[C@@](N)CC(=O)N,Z1066276474
OCC(N)(CO)CO,Z104509094
O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,Z104508594
FC=1C(=O)NC(=O)N(C2OCCC2)C=1,Z104508106
O=C1N(C)C(=O)c2n(C)cnc2N1C,Z104507896
O=C(c1c(O)cc(OC)cc1)c1ccccc1,Z104500700
O=C(/C=C/c1cc(OC)c(O)cc1)CC(=O)/C=C/c1cc(OC)c(O)cc1,Z104500108
O=C(CC)c1ccc(O)cc1,Z104499156
Sc1sc2c(n1)cccc2,Z104499140
Nc1ncnc2[nH]cnc12,Z104498572
Oc1c(C)ccc(C(C)C)c1,Z104496566
S=C([S-])N(CC)CC.[Na+].O.O.O,Z104495648
OCc1cnccc1,Z104495622
Nc1ccncc1,Z104495272
O=C(O)C(=O)C,Z104495240
O=C(O)CCCCCCC,Z104495238
Clc1ccc(C2S(=O)(=O)CCC(=O)N2C)cc1,Z104493622
O=C1N(C)C(=O)c2n(CCO)cnc2N1C,Z104493598
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,Z104492884
O(OC(=O)c1ccccc1)C(=O)c1ccccc1,Z104489074
O=C(NC1C(=O)NC(=O)N1)N,Z104486690
Clc1c(C)cc(O)c(C(C)C)c1,Z104485030
O=C(O)CNC(=O)c1ccc(N)cc1,Z104484866
Ic1c(O)c2ncccc2c(Cl)c1,Z104483432
c1(-c2ncsc2)[nH]c2c(n1)cccc2,Z104480436
O=C(O)CCCCCCCCC=C,Z104479700
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(C)cc2,Z104478940
SC(C(=O)O)CC(=O)O,Z104478826
O(Cc1ccccc1)c1ccc(O)cc1,Z104478412
Clc1c(C)cc(O)cc1,Z104477910
O=C(O)Cn1c2C(=O)N(C)C(=O)N(C)c2nc1,Z104477882
O=C(NCCN(CC)CC)c1ccc(N)cc1.Cl,Z104477706
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3.Cl,Z104477466
O=C(O)Cc1ccc(-c2ccccc2)cc1,Z104476858
O=C(OCCN(CC)CC)c1ccc(N)cc1.Cl,Z104476766
O=C(O)C(N)CCCN.Cl,Z104476736
OCc1ccccc1,Z104476418
O=C(O)CCCN,Z104475620
S(=O)(=O)(O)O.O=C(OC1CC2N(C)C(C1)CC2)C(CO)c1ccccc1.O=C(OC1CC2N(C)C(C1)CC2)C(CO)c1ccccc1,Z104475612
Clc1c(O)c2nc(C)ccc2c(Cl)c1,Z104475058
O(C)c1ccc(O)cc1,Z104474598
Oc1cc(O)cc(O)c1,Z104474594
Oc1cc(O)ccc1,Z104474576
SCCN.Cl,Z104474494
O=C(Oc1c(C(=O)O)cccc1)C,Z104474430
O=C(O)C(O)C,Z104474158
Oc1c(O)ccc(CCN)c1.Cl,Z104474032
O(C)c1c(O)cccc1,Z104474028
O=C(O)C(O)c1ccccc1,Z104473974
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,Z104473910
O=C(N)N,Z104473900
Oc1ccccc1,Z104473830
Oc1cc(C)ccc1,Z104473820
Oc1ccc(C)cc1,Z104473818
OCCCCCCCCCCCCCCCC,Z104473594
O(CCO)c1ccccc1,Z104473570
ClC(Cl)(Cl)C(O)(C)C,Z104473554
Clc1ccc(O)cc1,Z104473434
ClC(Cl)(Cl)C(=O)O,Z104473288
O=C(OC(COC(=O)C)COC(=O)C)C,Z104473192
S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,Z104472626
Nc1ccc(N)cc1,Z104472524
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,Z104472374
Sc1[n+]([O-])cccc1,Z104343004
N(CC#C)(Cc1ccccc1)C,Z103710848
FC(F)(F)c1cc(C(O)(CC)c2ccccc2)ccc1,Z1020762628
